Exchange Date,Close,Net,%Chg,Open,Low,High,Volume,Turnover - THB,Flow,,,,,,
19-ก.ค.-2024,0.73,0.00,0.00%,0.72,0.71,0.77,"711,100","519,090.00","21,405,394,160.00",,,,,,
12-ก.ค.-2024,0.73,-0.02,-2.67%,0.75,0.71,0.77,"698,500","513,354.00","21,405,913,250.00",,,,,,
05-ก.ค.-2024,0.75,-0.03,-3.85%,0.78,0.70,0.81,"1,502,700","1,143,635.00","21,406,426,604.00",,,,,,
28-มิ.ย.-2024,0.78,+0.02,+2.63%,0.77,0.74,0.83,"1,077,500","852,284.00","21,407,570,239.00",,,,,,
21-มิ.ย.-2024,0.76,+0.01,+1.33%,0.71,0.71,0.79,"1,076,900","812,682.00","21,406,717,955.00",,,,,,
14-มิ.ย.-2024,0.75,+0.03,+4.17%,0.69,0.69,0.76,"817,900","594,660.00","21,405,905,273.00",,,,,,
07-มิ.ย.-2024,0.72,-0.07,-8.86%,0.79,0.69,0.79,"1,852,600","1,378,456.00","21,405,310,613.00",,,,,,
31-พ.ค.-2024,0.79,+0.01,+1.28%,0.79,0.78,0.82,"745,000","589,391.00","21,406,689,069.00",,,,,,
24-พ.ค.-2024,0.78,-0.02,-2.50%,0.80,0.76,0.80,"1,920,000","1,488,909.00","21,406,099,678.00",,,,,,
17-พ.ค.-2024,0.80,-0.04,-4.76%,0.84,0.79,0.85,"2,360,200","1,921,458.00","21,407,588,587.00",,,,,,
10-พ.ค.-2024,0.84,+0.04,+5.00%,0.80,0.80,0.87,"1,642,400","1,361,230.00","21,409,510,045.00",,,,,,
03-พ.ค.-2024,0.80,-0.01,-1.23%,0.81,0.78,0.89,"1,382,900","1,129,904.00","21,408,148,815.00",,,,,,
26-เม.ย.-2024,0.81,+0.04,+5.19%,0.77,0.76,0.82,"1,620,400","1,280,724.00","21,409,278,719.00",,,,,,
19-เม.ย.-2024,0.77,0.00,0.00%,0.78,0.75,0.78,"1,834,000","1,398,954.00","21,407,997,995.00",,,,,,
12-เม.ย.-2024,0.77,-0.01,-1.28%,0.77,0.74,0.81,"1,362,400","1,036,121.00","21,409,396,949.00",,,,,,
05-เม.ย.-2024,0.78,-0.01,-1.27%,0.79,0.77,0.83,"1,403,900","1,113,218.00","21,410,433,070.00",,,,,,
29-มี.ค.-2024,0.79,-0.07,-8.14%,0.86,0.58,0.86,"8,895,200","6,943,255.00","21,411,546,288.00",,,,,,
22-มี.ค.-2024,0.86,-0.08,-8.51%,0.95,0.86,1.03,"20,390,000","19,050,881.00","21,418,489,543.00",,,,,,
15-มี.ค.-2024,0.94,+0.09,+10.59%,0.85,0.85,1.07,"70,311,000","69,796,093.00","21,437,540,424.00",,,,,,
08-มี.ค.-2024,0.85,+0.06,+7.59%,0.80,0.76,0.87,"12,138,400","10,079,046.00","21,367,744,331.00",,,,,,
01-มี.ค.-2024,0.79,-0.13,-14.13%,0.92,0.79,0.92,"18,988,200","15,916,678.00","21,357,665,285.00",,,,,,
23-ก.พ.-2024,0.92,-0.11,-10.68%,1.08,0.88,1.23,"117,649,100","131,640,493.00","21,373,581,963.00",,,,,,
16-ก.พ.-2024,1.03,+0.26,+33.77%,0.78,0.77,1.21,"226,060,000","243,169,254.00","21,505,222,456.00",,,,,,
09-ก.พ.-2024,0.77,0.00,0.00%,0.80,0.71,0.80,"876,900","671,424.00","21,262,053,202.00",,,,,,
02-ก.พ.-2024,0.77,-0.03,-3.75%,0.81,0.76,0.81,"1,106,200","871,475.00","21,262,724,626.00",,,,,,
26-ม.ค.-2024,0.80,+0.03,+3.90%,0.76,0.76,0.91,"8,070,300","6,706,844.00","21,263,596,101.00",,,,,,
19-ม.ค.-2024,0.77,-0.03,-3.75%,0.82,0.72,0.85,"1,537,000","1,207,360.00","21,256,889,257.00",,,,,,
12-ม.ค.-2024,0.80,+0.13,+19.40%,0.69,0.68,0.94,"27,123,100","22,956,058.00","21,258,096,617.00",,,,,,
05-ม.ค.-2024,0.67,+0.02,+3.08%,0.68,0.63,0.73,"2,368,900","1,599,390.00","21,235,140,559.00",,,,,,
29-ธ.ค.-2023,0.65,+0.04,+6.56%,0.61,0.60,0.66,"858,100","549,824.00","21,233,541,169.00",,,,,,
22-ธ.ค.-2023,0.61,0.00,0.00%,0.60,0.60,0.64,"368,800","228,157.00","21,232,991,345.00",,,,,,
15-ธ.ค.-2023,0.61,0.00,0.00%,0.64,0.60,0.64,"735,000","447,754.00","21,232,763,188.00",,,,,,
08-ธ.ค.-2023,0.61,+0.01,+1.67%,0.60,0.58,0.70,"1,866,500","1,182,622.00","21,232,315,434.00",,,,,,
01-ธ.ค.-2023,0.60,-0.04,-6.25%,0.65,0.60,0.65,"918,200","566,703.00","21,231,132,812.00",,,,,,
24-พ.ย.-2023,0.64,0.00,0.00%,0.62,0.59,0.67,"599,800","372,139.00","21,231,699,515.00",,,,,,
17-พ.ย.-2023,0.64,-0.01,-1.54%,0.67,0.61,0.67,"436,500","274,461.00","21,232,071,654.00",,,,,,
10-พ.ย.-2023,0.65,-0.02,-2.99%,0.70,0.64,0.71,"263,100","173,431.00","21,232,346,115.00",,,,,,
03-พ.ย.-2023,0.67,+0.03,+4.69%,0.64,0.62,0.68,"447,600","294,301.00","21,232,519,546.00",,,,,,
27-ต.ค.-2023,0.64,-0.01,-1.54%,0.67,0.62,0.69,"710,500","460,331.00","21,232,225,245.00",,,,,,
20-ต.ค.-2023,0.65,-0.08,-10.96%,0.73,0.65,0.73,"1,060,100","733,107.00","21,232,685,576.00",,,,,,
13-ต.ค.-2023,0.73,-0.03,-3.95%,0.80,0.72,0.81,"887,500","655,406.00","21,233,418,683.00",,,,,,
06-ต.ค.-2023,0.76,-0.03,-3.80%,0.80,0.74,0.80,"892,000","674,551.00","21,234,074,089.00",,,,,,
29-ก.ย.-2023,0.79,-0.04,-4.82%,0.84,0.78,0.85,"1,710,500","1,387,752.00","21,234,748,640.00",,,,,,
22-ก.ย.-2023,0.83,-0.02,-2.35%,0.85,0.82,0.97,"7,285,700","6,336,429.00","21,236,136,392.00",,,,,,
15-ก.ย.-2023,0.85,-0.06,-6.59%,0.91,0.84,0.92,"1,656,400","1,441,574.00","21,242,472,821.00",,,,,,
08-ก.ย.-2023,0.91,+0.02,+2.25%,0.93,0.86,0.94,"712,000","640,435.00","21,243,914,395.00",,,,,,
01-ก.ย.-2023,0.89,-0.02,-2.20%,0.92,0.89,1.00,"2,580,600","2,400,563.00","21,243,273,960.00",,,,,,
25-ส.ค.-2023,0.91,+0.08,+9.64%,0.84,0.84,0.94,"1,313,300","1,179,409.00","21,245,674,523.00",,,,,,
18-ส.ค.-2023,0.83,-0.04,-4.60%,0.89,0.83,0.90,"506,700","428,088.00","21,244,495,114.00",,,,,,
11-ส.ค.-2023,0.87,-0.02,-2.25%,0.91,0.85,0.92,"744,700","651,394.00","21,244,923,202.00",,,,,,
04-ส.ค.-2023,0.89,0.00,0.00%,0.90,0.88,0.94,"490,600","438,029.00","21,245,574,596.00",,,,,,
28-ก.ค.-2023,0.89,-0.03,-3.26%,0.92,0.87,0.92,"515,600","459,845.00","21,246,012,625.00",,,,,,
21-ก.ค.-2023,0.92,+0.02,+2.22%,0.89,0.88,1.02,"1,878,100","1,777,429.00","21,246,472,470.00",,,,,,
