Period End Date,Current Ratio,Pretax ROE,Times Interest Earned,Reinvestment Rate,Debt/Equity,Quick Ratio,Gross Margin,ROE,x Earnings Retention,Net Margin,x Tax Complement,x Leverage (Assets/Equity),Pretax Margin,Cash Cycle (Days),% LT Debt to Total Capital,(Total Debt - Cash) / EBITDA,x Pretax Margin,Effective Tax Rate,Pretax ROA,EBITDA Margin,Assets/Equity,Operating Margin,Asset Turnover,Company name,Fraud
Mar-2017 ,2.16,0.6,9.0,0.3,0.03,1.88,10.6,0.3,1.0,1.1,0.59,1.64,1.8,80.2,1.8,0.0,1.8,41.5,0.3,4.1,1.64,2.5,0.19,SCI,0
Jun-2017 ,2.06,0.5,12.6,0.2,0.06,1.74,15.8,0.2,1.0,1.0,0.33,1.73,3.0,134.7,5.2,0.0,3.0,68.2,0.3,7.5,1.73,4.3,0.09,SCI,0
Sep-2017 ,2.02,2.1,37.5,1.7,0.06,1.7,19.1,1.7,1.0,8.0,0.82,1.72,9.8,113.5,4.4,0.0,9.8,18.3,1.2,12.5,1.72,10.2,0.13,SCI,0
Dec-2017 ,2.03,-1.1,0.0,-3.1,0.11,1.74,7.5,-1.2,0.0,-6.4,0.0,1.74,-5.9,182.0,8.0,0.0,-5.9,0.0,-0.6,-4.0,1.74,-6.7,0.11,SCI,0
Mar-2018 ,2.01,-1.2,-67.8,-1.2,0.13,1.71,9.5,-1.2,0.0,-6.2,0.0,1.79,-6.2,147.4,11.4,0.0,-6.2,0.0,-0.7,-4.1,1.79,-6.5,0.11,SCI,0
Jun-2018 ,1.9,1.2,27.7,1.1,0.17,1.61,10.4,1.1,1.0,6.4,0.96,1.84,6.7,152.6,14.1,0.0,6.7,4.7,0.6,9.3,1.84,6.4,0.1,SCI,0
Sep-2018 ,1.97,-0.3,-15.4,-0.4,0.21,1.68,16.1,-0.4,0.0,-2.4,0.0,1.83,-1.8,137.6,16.0,0.0,-1.8,0.0,-0.2,-0.6,1.83,-3.7,0.09,SCI,0
Dec-2018 ,2.04,-2.2,-6.5,-4.0,0.21,1.8,4.3,-2.0,0.0,-14.1,0.0,1.78,-15.2,196.5,15.6,0.0,-15.2,0.0,-1.2,-8.8,1.78,-13.8,0.08,SCI,0
Mar-2019 ,1.84,-1.0,-2.2,-1.2,0.23,1.5,12.7,-1.2,0.0,-10.4,0.0,1.87,-8.6,706.8,14.6,0.0,-8.6,0.0,-0.5,1.2,1.87,-6.0,0.06,SCI,0
Jun-2019 ,1.82,-3.1,-8.2,-2.8,0.22,1.42,0.7,-2.8,0.0,-21.0,0.0,1.9,-23.2,647.2,15.5,0.0,-23.2,0.0,-1.7,-14.5,1.9,-20.8,0.07,SCI,0
Sep-2019 ,1.91,-2.0,-4.5,-1.9,0.21,1.58,3.9,-1.9,0.0,-9.8,0.0,1.84,-9.8,439.3,16.2,0.0,-9.8,0.0,-1.1,-2.6,1.84,-7.1,0.11,SCI,0
Dec-2019 ,1.44,-1.9,0.1,-2.9,0.21,1.18,16.5,-2.0,0.0,-10.4,0.0,1.83,-9.8,452.2,0.1,1.75,-9.8,0.0,-1.1,4.2,1.83,0.5,0.11,SCI,0
Mar-2020 ,1.37,0.9,-2.3,0.9,0.23,1.08,12.5,0.9,1.0,5.6,0.92,1.93,6.4,639.4,0.1,63.12,6.4,11.8,0.5,0.4,1.93,9.7,0.08,SCI,0
Jun-2020 ,1.39,0.5,2.5,0.2,0.21,1.09,22.8,0.2,1.0,0.6,0.34,1.95,2.5,501.4,0.1,3.97,2.5,73.8,0.3,8.2,1.95,4.3,0.11,SCI,0
Sep-2020 ,1.38,0.3,-0.2,0.1,0.22,1.1,9.9,0.1,1.0,0.2,0.27,1.98,1.3,419.9,0.1,7.05,1.3,83.7,0.2,3.3,1.98,2.6,0.13,SCI,0
Dec-2020 ,1.29,-13.0,-0.3,-13.0,0.25,1.02,9.9,-13.0,0.0,-48.9,0.0,2.05,-48.8,384.5,0.1,5.22,-48.8,0.0,-6.4,2.5,2.05,-5.2,0.13,SCI,0
Mar-2021 ,1.29,1.0,4.2,0.6,0.26,1.02,13.4,0.6,1.0,2.1,0.59,2.1,3.8,385.7,0.1,0.57,3.8,44.9,0.5,8.5,2.1,5.1,0.13,SCI,0
Jun-2021 ,1.28,-1.2,-3.5,-1.1,0.26,0.97,6.5,-1.1,0.0,-4.9,0.0,2.12,-5.5,454.8,0.1,0.0,-5.5,0.0,-0.6,0.0,2.12,-4.1,0.1,SCI,0
Sep-2021 ,1.25,0.9,5.1,0.6,0.26,0.96,7.1,0.6,1.0,1.9,0.65,2.19,3.0,340.8,0.0,0.0,3.0,38.0,0.4,7.5,2.19,4.4,0.14,SCI,0
Dec-2021 ,1.24,-0.3,0.4,0.1,0.26,0.93,6.8,0.1,1.0,0.2,0.0,2.17,-0.9,367.6,0.0,0.0,-0.9,0.0,-0.1,3.8,2.17,0.4,0.13,SCI,0
Mar-2022 ,1.22,-2.9,-10.1,-2.8,0.27,0.89,0.0,-2.8,0.0,-10.9,0.0,2.19,-11.0,393.8,0.1,0.0,-11.0,0.0,-1.3,-6.4,2.19,-9.9,0.12,SCI,0
Jun-2022 ,1.17,-4.3,-11.9,-4.1,0.29,0.9,-8.6,-4.1,0.0,-15.3,0.0,2.26,-15.4,365.4,0.1,0.0,-15.4,0.0,-1.9,-10.6,2.26,-14.1,0.13,SCI,0
Sep-2022 ,1.1,-4.4,-8.9,-4.4,0.32,0.88,-11.3,-4.4,0.0,-17.5,0.0,2.32,-17.3,405.7,0.1,0.0,-17.3,0.0,-1.9,-11.4,2.32,-15.6,0.11,SCI,0
Dec-2022 ,1.12,-3.4,-5.1,-3.5,0.31,0.89,5.8,-3.5,0.0,-11.6,0.0,2.3,-11.9,366.1,0.1,0.0,-11.9,0.0,-1.5,-5.8,2.3,-9.6,0.13,SCI,0
Mar-2023 ,1.09,-3.0,-4.6,-2.9,0.35,0.82,-1.0,-2.9,0.0,-11.4,0.0,2.52,-11.5,435.2,0.1,0.0,-11.5,0.0,-1.3,-7.4,2.52,-9.2,0.11,SCI,0
Jun-2023 ,1.07,-4.1,-3.9,-4.0,0.33,0.81,-2.5,-4.0,0.0,-11.4,0.0,2.52,-11.5,340.1,0.1,0.0,-11.5,0.0,-1.6,-4.8,2.52,-8.0,0.14,SCI,0
Sep-2023 ,1.05,-1.2,-0.1,-1.1,0.34,0.79,4.9,-1.1,0.0,-3.2,0.0,2.65,-3.3,343.3,0.1,4.7,-3.3,0.0,-0.5,3.0,2.65,-0.3,0.14,SCI,0
Dec-2023 ,1.09,-52.2,-12.8,-49.9,0.54,0.65,3.2,-49.9,0.0,-113.1,0.0,2.5,-114.2,256.4,0.1,0.0,-114.2,0.0,-20.2,-5.3,2.5,-110.4,0.18,SCI,0
Mar-2024 ,1.04,-4.8,-1.5,-4.7,0.61,0.6,1.5,-4.7,0.0,-9.0,0.0,2.63,-9.0,197.2,0.1,0.0,-9.0,0.0,-1.9,-2.8,2.63,-5.2,0.21,SCI,0
Jun-2024 ,1.02,-3.0,-0.3,-2.9,0.64,0.61,5.2,-2.9,0.0,-5.0,0.0,2.83,-5.0,205.7,0.1,34.82,-5.0,0.0,-1.1,1.2,2.83,-1.1,0.22,SCI,0
Mar-2004 ,0.0,0.0,16.7,0.0,0.0,0.0,20.6,0.0,1.0,4.0,0.67,0.0,7.6,0.0,0.0,0.0,7.6,48.0,0.0,10.1,0.0,7.6,0.0,SPCG,0
Jun-2004 ,0.0,0.0,49.2,0.0,0.0,0.0,24.9,0.0,1.0,9.9,0.7,0.0,14.3,0.0,0.0,0.0,14.3,31.0,0.0,14.6,0.0,14.3,0.0,SPCG,0
Sep-2004 ,0.0,0.0,70.9,0.0,0.0,0.0,27.0,0.0,1.0,13.0,0.61,0.0,17.2,0.0,0.0,0.0,17.2,24.7,0.0,17.5,0.0,17.2,0.0,SPCG,0
Dec-2004 ,1.12,0.0,47.9,0.0,0.3,0.61,19.4,0.0,1.0,7.9,0.69,2.77,11.5,0.0,8.2,0.0,11.5,31.2,0.0,16.2,2.77,11.5,0.0,SPCG,0
Mar-2005 ,1.16,14.0,29.0,9.2,0.47,0.71,23.2,9.2,1.0,6.9,0.66,2.65,10.5,48.0,13.9,1.65,10.5,34.2,5.2,12.0,2.65,10.5,0.49,SPCG,0
Jun-2005 ,0.0,0.0,6.9,0.0,0.0,0.0,13.9,0.0,1.0,2.8,0.73,0.0,3.8,0.0,0.0,0.0,3.8,26.7,0.0,5.8,0.0,3.8,0.0,SPCG,0
Sep-2005 ,1.03,0.0,25.4,0.0,0.58,0.84,16.8,0.0,1.0,7.1,0.7,2.88,10.2,0.0,16.2,0.0,10.2,30.5,0.0,11.8,2.88,10.2,0.0,SPCG,0
Dec-2005 ,1.51,2.4,5.7,-12.3,0.1,1.16,14.2,2.5,-4.89,2.8,1.05,1.8,2.7,39.1,3.5,2.67,2.7,-5.4,1.1,5.2,1.8,2.7,0.4,SPCG,0
Mar-2006 ,1.29,7.9,58.7,6.2,0.11,1.0,17.2,6.2,1.0,6.7,0.79,2.13,8.4,24.7,3.5,0.0,8.4,20.6,4.0,9.9,2.13,8.4,0.48,SPCG,0
Jun-2006 ,1.4,11.2,70.9,-1.8,0.09,1.02,22.3,8.7,-0.21,9.4,0.78,1.97,12.1,31.6,3.0,0.0,12.1,22.1,5.5,13.8,1.97,12.1,0.45,SPCG,0
Sep-2006 ,1.37,10.4,76.0,8.0,0.1,0.94,20.7,8.0,1.0,8.5,0.77,1.95,11.1,46.0,2.8,0.03,11.1,23.1,5.3,12.6,1.95,11.1,0.48,SPCG,0
Dec-2006 ,1.36,5.1,35.8,-6.0,0.1,1.0,14.2,4.1,-1.45,4.3,0.8,1.84,5.4,35.8,2.5,0.0,5.4,19.5,2.7,6.9,1.84,5.4,0.5,SPCG,0
Mar-2007 ,1.44,2.1,11.7,1.4,0.13,1.12,14.0,1.4,1.0,1.9,0.68,1.79,2.8,27.2,4.8,0.0,2.8,32.0,1.2,5.2,1.79,2.8,0.42,SPCG,0
Jun-2007 ,1.41,2.1,9.2,-0.9,0.07,0.98,15.6,1.6,-0.59,2.5,0.77,1.69,3.3,31.8,5.1,0.0,3.3,22.8,1.2,6.5,1.69,3.3,0.36,SPCG,0
Sep-2007 ,1.29,2.8,20.9,2.0,0.13,0.95,13.1,2.0,1.0,2.4,0.74,1.95,3.2,15.9,8.4,0.0,3.2,25.6,1.5,5.6,1.95,3.2,0.47,SPCG,0
Dec-2007 ,1.27,4.3,36.1,-4.7,0.2,0.94,15.0,3.2,-1.44,4.0,0.75,1.94,5.4,8.9,13.0,0.0,5.4,24.6,2.2,7.8,1.94,5.4,0.41,SPCG,0
Mar-2008 ,1.23,5.8,18.6,4.4,0.23,0.79,18.3,4.4,1.0,5.0,0.76,2.26,6.6,7.9,15.5,0.0,6.6,24.3,2.7,9.3,2.26,6.6,0.41,SPCG,0
Jun-2008 ,1.23,8.9,23.6,-0.5,0.34,0.76,20.9,7.0,-0.07,7.5,0.78,2.28,9.6,23.9,14.6,0.86,9.6,21.9,3.9,12.4,2.28,9.6,0.41,SPCG,0
Sep-2008 ,1.19,8.0,17.5,6.2,0.33,0.62,23.0,6.2,1.0,7.6,0.78,2.5,9.9,50.6,14.1,1.76,9.9,22.5,3.3,13.2,2.5,9.9,0.34,SPCG,0
Dec-2008 ,1.33,3.9,8.6,-3.3,0.29,0.77,13.6,2.7,-1.2,2.7,0.7,2.01,3.8,39.0,13.4,2.44,3.8,29.5,1.7,6.5,2.01,3.8,0.45,SPCG,0
Mar-2009 ,1.46,-3.3,-7.4,-3.3,0.29,1.1,7.6,-3.3,0.0,-5.2,0.0,1.75,-5.2,56.3,13.0,0.0,-5.2,0.0,-1.8,-1.2,1.75,-5.2,0.34,SPCG,0
Jun-2009 ,1.24,-0.4,0.4,-3.0,0.3,0.96,14.6,-0.4,0.0,-0.5,0.0,2.11,-0.5,37.8,12.9,5.06,-0.5,0.0,-0.2,3.6,2.11,-0.5,0.36,SPCG,0
Sep-2009 ,1.26,9.3,22.7,-2.7,0.19,0.88,18.3,7.9,-0.35,7.6,0.84,2.16,9.0,18.1,12.3,0.61,9.0,15.8,4.4,11.5,2.16,9.0,0.49,SPCG,0
Dec-2009 ,1.16,0.1,1.4,-0.1,0.31,0.71,18.1,-0.1,0.0,-0.1,-0.46,2.22,0.2,47.5,10.9,6.07,0.2,145.9,0.1,3.9,2.22,0.2,0.33,SPCG,0
Mar-2010 ,1.17,5.0,10.5,1.0,0.32,0.84,17.0,3.9,0.27,3.8,0.78,2.18,4.9,39.5,9.6,2.65,4.9,21.9,2.3,7.6,2.18,4.9,0.46,SPCG,0
Jun-2010 ,1.16,1.6,4.5,1.0,0.3,0.88,17.5,1.0,1.0,1.2,0.61,2.1,1.9,37.3,10.2,3.0,1.9,39.2,0.7,5.5,2.1,1.9,0.38,SPCG,0
Sep-2010 ,1.15,2.4,7.7,1.4,0.14,0.77,18.0,1.4,1.0,1.7,0.59,2.14,2.9,19.8,7.9,0.0,2.9,40.7,1.1,5.9,2.14,2.9,0.4,SPCG,0
Dec-2010 ,0.14,1.7,16.8,1.3,0.93,0.14,19.9,1.3,1.0,4.6,0.75,4.59,6.1,-592.6,35.5,23.47,6.1,25.2,0.4,9.4,4.59,6.1,0.07,SPCG,0
Mar-2011 ,0.19,0.9,1.5,-0.6,0.99,0.16,76.7,-0.6,0.0,-1.8,-0.7,5.13,11.6,-10030.7,29.9,16.86,11.6,115.3,0.2,60.8,5.13,11.6,0.02,SPCG,0
Jun-2011 ,0.23,-0.1,2.3,-2.7,2.35,0.21,39.9,-2.7,0.0,-8.9,0.0,7.32,-0.4,-1189.1,45.5,12.98,-0.4,0.0,0.0,36.0,7.32,14.4,0.05,SPCG,0
Sep-2011 ,0.29,1.6,1.1,0.6,4.2,0.27,40.4,0.6,1.0,3.5,0.36,7.94,5.4,-970.8,45.1,27.91,5.4,34.8,0.2,34.3,7.94,2.8,0.04,SPCG,0
Dec-2011 ,0.44,5.9,1.8,0.6,5.05,0.42,68.3,0.6,1.0,11.5,0.11,8.87,16.3,127.4,54.0,22.64,16.3,29.8,0.7,50.7,8.87,16.3,0.04,SPCG,0
Mar-2012 ,0.9,3.3,2.0,0.9,1.7,0.88,57.8,0.9,1.0,15.3,0.29,3.8,18.9,140.2,50.2,22.02,18.9,19.3,0.7,53.4,3.8,18.9,0.03,SPCG,0
Jun-2012 ,0.24,2.9,2.1,0.2,1.84,0.23,58.2,0.2,1.0,12.9,0.07,5.36,20.0,-1786.4,51.1,18.68,20.0,35.3,0.6,53.2,5.36,20.0,0.03,SPCG,0
Sep-2012 ,0.3,3.1,2.0,1.2,3.03,0.28,54.7,1.2,1.0,17.8,0.37,5.79,18.5,-1709.8,58.7,25.47,18.5,3.8,0.6,52.7,5.79,18.5,0.03,SPCG,0
Dec-2012 ,0.32,3.2,1.8,0.9,4.38,0.31,47.1,0.9,1.0,13.8,0.29,7.0,13.7,-678.4,58.0,35.49,13.7,-0.2,0.5,43.7,7.0,13.7,0.04,SPCG,0
Mar-2013 ,0.24,9.7,2.7,5.0,4.61,0.23,65.0,5.0,1.0,26.2,0.51,8.01,35.7,-1223.2,65.5,23.15,35.7,26.5,1.3,70.1,8.01,35.7,0.04,SPCG,0
Jun-2013 ,0.22,7.8,1.6,5.4,5.59,0.22,67.5,5.4,1.0,27.4,0.69,8.86,28.6,-1668.4,67.9,36.25,28.6,4.2,0.9,51.1,8.86,28.6,0.03,SPCG,0
Sep-2013 ,0.34,6.0,1.6,4.4,6.14,0.32,67.0,4.4,1.0,20.4,0.73,8.83,21.1,-1219.1,69.2,34.13,21.1,3.5,0.7,59.6,8.83,21.1,0.03,SPCG,0
Dec-2013 ,0.6,9.3,2.1,7.9,6.31,0.42,69.2,7.9,1.0,29.5,0.85,8.52,30.0,-632.4,75.2,29.07,30.0,1.7,1.1,67.3,8.52,30.0,0.04,SPCG,0
Mar-2014 ,0.79,11.1,2.4,9.7,6.09,0.55,72.9,9.7,1.0,39.0,0.87,7.84,37.7,-191.0,73.1,27.53,37.7,-3.3,1.4,75.3,7.84,37.7,0.04,SPCG,0
Jun-2014 ,1.17,12.8,2.5,0.5,5.73,0.95,75.1,12.4,0.04,42.1,0.97,7.4,39.6,48.3,71.6,21.96,39.6,-6.4,1.7,79.3,7.4,39.6,0.04,SPCG,0
Sep-2014 ,1.77,11.8,3.0,9.4,3.56,1.55,72.0,9.4,1.0,39.7,0.8,4.93,42.8,117.1,65.7,18.39,42.8,7.4,2.0,77.4,4.93,42.8,0.05,SPCG,0
Dec-2014 ,1.69,12.3,3.7,3.4,3.11,1.54,73.1,11.0,0.31,50.1,0.9,4.42,49.3,152.5,61.9,14.4,49.3,-1.6,2.6,78.6,4.42,49.3,0.05,SPCG,0
Mar-2015 ,1.83,10.3,3.6,9.2,2.75,1.71,67.8,9.2,1.0,46.5,0.89,4.03,46.1,130.4,59.9,14.74,46.1,-0.9,2.4,74.4,4.03,46.1,0.05,SPCG,0
Jun-2015 ,1.62,10.5,3.9,10.4,2.53,1.51,76.4,10.4,1.0,60.4,0.99,3.8,54.9,137.3,58.0,13.68,54.9,-10.1,2.7,84.2,3.8,54.9,0.05,SPCG,0
Sep-2015 ,1.63,7.8,3.4,1.0,2.3,1.56,73.5,6.9,0.14,48.7,0.88,3.55,48.2,122.7,56.1,15.0,48.2,-1.0,2.1,82.0,3.55,48.2,0.04,SPCG,0
Dec-2015 ,1.75,7.7,3.5,-3.7,2.2,1.68,74.1,6.8,-0.53,42.1,0.89,3.45,42.7,119.7,54.9,13.95,42.7,1.4,2.2,70.9,3.45,42.7,0.05,SPCG,0
Mar-2016 ,2.06,9.2,4.5,8.2,2.04,1.95,76.5,8.2,1.0,56.5,0.88,3.28,56.4,159.6,53.5,11.28,56.4,-0.1,2.7,85.0,3.28,72.3,0.05,SPCG,0
Jun-2016 ,1.88,8.4,4.3,2.6,2.03,1.75,72.2,7.4,0.35,53.8,0.88,3.29,53.6,167.0,53.1,11.7,53.6,-0.4,2.6,80.1,3.29,69.1,0.05,SPCG,0
Sep-2016 ,1.92,7.5,4.0,6.6,2.02,1.77,65.3,6.6,1.0,46.5,0.88,3.3,46.6,159.1,53.0,12.34,46.6,0.3,2.3,74.2,3.3,62.0,0.05,SPCG,0
Dec-2016 ,1.31,9.0,4.8,-0.2,1.6,1.16,51.3,7.9,-0.03,39.5,0.88,2.92,40.1,104.6,46.0,10.41,40.1,1.5,2.9,56.7,2.92,49.9,0.07,SPCG,0
Mar-2017 ,1.43,8.8,5.6,7.8,1.5,1.22,74.4,7.8,1.0,59.7,0.89,2.79,59.7,260.1,44.7,9.56,59.7,0.0,3.1,82.0,2.79,72.1,0.05,SPCG,0
Jun-2017 ,1.15,7.5,5.1,1.3,1.46,0.95,69.2,6.5,0.21,52.7,0.86,2.71,53.8,214.8,42.8,10.77,53.8,2.1,2.7,77.0,2.71,66.5,0.05,SPCG,0
Sep-2017 ,1.15,7.0,5.0,6.1,1.44,0.91,67.5,6.1,1.0,50.4,0.87,2.7,51.5,226.6,42.8,11.7,51.5,2.3,2.6,76.1,2.7,64.2,0.05,SPCG,0
Dec-2017 ,1.01,8.9,6.4,1.0,1.09,0.84,47.4,7.7,0.12,34.9,0.87,2.37,36.5,76.1,35.1,8.79,36.5,4.4,3.5,49.0,2.37,43.1,0.1,SPCG,0
Mar-2018 ,1.45,7.6,7.1,6.6,0.97,1.18,62.6,6.6,1.0,51.4,0.87,2.22,52.8,103.5,33.7,7.73,52.8,2.6,3.3,71.2,2.22,61.4,0.06,SPCG,0
Jun-2018 ,1.26,6.6,6.6,1.1,0.96,1.01,62.2,5.7,0.19,47.8,0.87,2.17,49.0,162.2,31.5,7.93,49.0,2.3,3.0,66.9,2.17,57.5,0.06,SPCG,0
Sep-2018 ,1.31,5.3,5.8,4.6,0.93,1.02,63.9,4.6,1.0,48.9,0.88,2.14,49.8,246.6,31.9,9.39,49.8,1.8,2.4,72.4,2.14,60.0,0.05,SPCG,0
Dec-2018 ,1.37,6.9,7.9,0.7,0.68,1.08,61.8,6.1,0.12,49.0,0.88,1.86,49.8,165.3,26.2,6.32,49.8,1.5,3.5,68.7,1.86,56.9,0.07,SPCG,0
Mar-2019 ,1.75,6.3,9.2,5.5,0.63,1.47,69.0,5.5,1.0,58.4,0.88,1.81,58.8,215.2,25.4,5.45,58.8,0.8,3.4,78.0,1.81,66.0,0.06,SPCG,0
Jun-2019 ,2.45,5.8,8.7,1.3,0.59,2.11,70.5,5.0,0.25,58.3,0.87,1.76,59.1,221.3,26.0,4.59,59.1,1.4,3.2,78.7,1.76,66.7,0.05,SPCG,0
Sep-2019 ,2.49,5.1,8.5,4.4,0.59,2.15,67.4,4.4,1.0,54.6,0.87,1.76,55.4,216.5,25.8,4.22,55.4,1.5,2.9,76.0,1.76,62.7,0.05,SPCG,0
Dec-2019 ,2.3,6.3,11.1,0.3,0.42,1.95,69.5,5.6,0.06,58.0,0.88,1.59,58.7,181.6,19.1,2.92,58.7,1.2,3.8,74.7,1.59,64.4,0.06,SPCG,0
Mar-2020 ,1.53,6.2,13.5,5.4,0.43,1.35,69.1,5.4,1.0,57.6,0.88,1.66,58.5,164.8,17.1,2.31,58.5,1.5,3.8,75.8,1.66,63.2,0.06,SPCG,0
Jun-2020 ,1.83,5.5,11.8,0.9,0.41,1.59,73.9,4.7,0.19,63.6,0.86,1.57,65.5,215.9,16.6,2.71,65.5,2.9,3.4,82.2,1.57,71.3,0.05,SPCG,0
Sep-2020 ,1.94,5.5,12.4,4.7,0.4,1.73,74.6,4.7,1.0,64.8,0.86,1.56,66.9,207.8,16.5,2.63,66.9,3.2,3.5,84.2,1.56,71.9,0.05,SPCG,0
Dec-2020 ,1.66,4.9,209.7,-0.3,0.28,1.44,73.4,4.3,-0.08,64.2,0.87,1.43,66.3,206.6,9.2,2.16,66.3,3.1,3.3,85.2,1.43,66.7,0.05,SPCG,0
Mar-2021 ,1.66,5.3,24.6,4.5,0.23,1.41,79.3,4.5,1.0,66.7,0.86,1.38,69.8,235.7,9.1,1.69,69.8,4.5,3.7,86.6,1.38,72.8,0.05,SPCG,0
Jun-2021 ,1.32,4.6,19.8,2.3,0.29,1.16,68.2,4.0,0.59,59.0,0.87,1.47,61.7,189.0,8.5,2.08,61.7,4.4,3.2,78.5,1.47,65.0,0.05,SPCG,0
Sep-2021 ,1.34,4.0,16.8,3.4,0.29,1.17,70.1,3.4,1.0,58.0,0.84,1.47,62.2,217.0,8.3,2.4,62.2,6.7,2.7,81.8,1.47,66.1,0.04,SPCG,0
Dec-2021 ,2.29,4.2,62.6,0.1,0.26,2.05,72.2,3.6,0.03,59.5,0.88,1.43,62.3,211.7,11.3,1.74,62.3,4.6,2.9,85.6,1.43,63.5,0.05,SPCG,0
Mar-2022 ,2.62,4.2,29.1,3.6,0.24,2.39,74.9,3.6,1.0,63.1,0.86,1.41,67.7,228.2,10.6,0.89,67.7,6.7,2.9,90.7,1.41,70.3,0.04,SPCG,0
Jun-2022 ,2.15,3.6,25.6,1.7,0.23,1.97,72.9,3.2,0.52,61.0,0.88,1.41,65.6,225.0,9.1,0.33,65.6,7.1,2.6,89.2,1.41,68.4,0.04,SPCG,0
Sep-2022 ,3.01,3.3,22.8,2.8,0.2,2.79,64.2,2.8,1.0,50.3,0.83,1.37,58.2,168.8,9.2,0.0,58.2,13.5,2.4,75.2,1.37,60.7,0.04,SPCG,0
Dec-2022 ,3.87,4.4,34.4,0.2,0.12,3.63,64.9,3.7,0.06,52.8,0.85,1.3,59.2,127.4,6.6,0.0,59.2,10.9,3.3,73.2,1.3,61.0,0.06,SPCG,0
Mar-2023 ,4.56,3.9,55.7,3.2,0.12,4.33,67.8,3.2,1.0,54.7,0.82,1.29,61.9,148.3,6.4,0.0,61.9,11.6,3.0,76.6,1.29,63.0,0.05,SPCG,0
Jun-2023 ,4.54,3.6,50.2,1.3,0.12,4.37,59.9,2.9,0.43,49.3,0.83,1.29,55.6,123.0,6.5,0.0,55.6,11.4,2.8,69.9,1.29,56.7,0.05,SPCG,0
Sep-2023 ,4.78,1.9,27.6,1.6,0.12,4.58,54.5,1.6,1.0,40.7,0.82,1.29,45.9,160.8,6.5,0.0,45.9,11.3,1.5,68.3,1.29,47.6,0.03,SPCG,0
Dec-2023 ,2.74,2.5,37.9,-1.6,0.08,2.64,55.9,2.1,-0.76,43.5,0.83,1.25,49.3,120.1,0.1,0.0,49.3,11.9,1.9,67.8,1.25,50.7,0.04,SPCG,0
Mar-2024 ,2.96,2.1,58.0,1.7,0.08,2.84,61.8,1.7,1.0,48.7,0.81,1.25,55.3,163.3,0.1,0.0,55.3,11.8,1.7,77.8,1.25,56.2,0.03,SPCG,0
Mar-2016 ,0.0,0.0,4.4,0.0,0.0,0.0,80.8,0.0,1.0,57.0,1.0,0.0,57.0,0.0,0.0,0.0,57.0,0.0,0.0,73.9,0.0,73.9,0.0,SSP,0
Jun-2016 ,0.0,0.0,4.9,0.0,0.0,0.0,81.1,0.0,1.0,64.4,1.0,0.0,64.4,0.0,0.0,0.0,64.4,0.0,0.0,81.0,0.0,81.0,0.0,SSP,0
Sep-2016 ,0.96,0.0,4.1,0.0,2.71,0.0,80.3,0.0,1.0,53.6,0.98,3.78,54.6,0.0,60.1,0.0,54.6,1.8,0.0,85.9,3.78,72.0,0.0,SSP,0
Dec-2016 ,1.42,4.9,2.7,5.2,2.91,0.0,79.9,5.2,1.0,29.6,1.05,4.0,28.5,67.3,66.2,24.77,28.5,-3.6,1.3,59.3,4.0,45.0,0.04,SSP,0
Mar-2017 ,0.0,0.0,3.7,0.0,0.0,0.0,81.0,0.0,1.0,46.6,1.01,0.0,46.6,0.0,0.0,0.0,46.6,0.0,0.0,64.1,0.0,64.1,0.0,SSP,0
Jun-2017 ,1.89,0.0,3.8,0.0,2.82,0.0,81.8,0.0,1.0,47.7,1.01,3.9,47.7,0.0,66.7,0.0,47.7,0.0,0.0,64.8,3.9,64.8,0.0,SSP,0
Sep-2017 ,3.15,2.6,2.4,2.3,1.32,0.0,80.7,2.3,1.0,24.4,0.88,2.37,28.1,67.4,50.0,23.81,28.1,13.1,0.9,62.0,2.37,48.2,0.03,SSP,0
Dec-2017 ,2.3,2.1,3.6,-3.5,1.38,0.0,79.5,2.2,-1.6,34.0,1.04,2.5,34.1,68.2,50.8,23.45,34.1,0.2,0.9,59.6,2.5,45.0,0.03,SSP,0
Mar-2018 ,1.48,3.2,5.0,3.2,1.38,0.0,76.3,3.2,1.0,47.8,1.0,2.6,47.9,69.3,50.4,18.37,47.9,0.0,1.2,76.3,2.6,59.4,0.03,SSP,0
Jun-2018 ,2.02,4.5,5.3,4.5,1.73,0.0,72.8,4.5,1.0,51.9,0.99,2.87,51.9,64.0,55.6,15.5,51.9,0.0,1.7,81.2,2.87,63.0,0.03,SSP,0
Sep-2018 ,2.31,3.4,3.8,3.4,2.0,0.0,69.8,3.4,1.0,40.0,1.01,3.23,40.1,110.4,60.3,22.23,40.1,0.3,1.1,73.5,3.23,53.8,0.03,SSP,0
Dec-2018 ,1.76,2.9,3.2,-2.7,2.09,0.0,62.2,3.0,-0.92,31.9,1.01,3.37,32.4,101.0,61.1,27.61,32.4,1.3,0.9,65.6,3.37,45.3,0.03,SSP,0
Mar-2019 ,1.13,3.4,3.6,3.5,2.02,0.0,66.7,3.5,1.0,39.2,1.01,3.38,39.2,80.6,60.5,27.23,39.2,0.0,1.0,73.4,3.38,53.6,0.03,SSP,0
Jun-2019 ,1.16,4.9,4.5,4.5,2.29,0.0,74.5,4.5,1.0,41.7,0.91,3.58,44.1,79.6,62.9,23.5,44.1,5.4,1.4,72.6,3.58,55.3,0.03,SSP,0
