Period End Date,Current Ratio,Pretax ROE,Times Interest Earned,Reinvestment Rate,Debt/Equity,Quick Ratio,Gross Margin,ROE,x Earnings Retention,Net Margin,x Tax Complement,x Leverage (Assets/Equity),Pretax Margin,Cash Cycle (Days),% LT Debt to Total Capital,(Total Debt - Cash) / EBITDA,x Pretax Margin,Effective Tax Rate,Pretax ROA,EBITDA Margin,Assets/Equity,Operating Margin,Asset Turnover,Company name,Fraud
Mar-2014 ,2.81,0.3,0.9,0.2,0.7,1.58,25.6,0.2,1.0,0.4,0.64,2.12,0.8,264.5,29.7,11.53,0.8,45.9,0.1,5.4,2.12,2.4,0.16,TRTm,0
Jun-2014 ,1.39,-2.1,-2.0,-1.6,0.76,0.71,19.1,-1.6,0.0,-5.0,0.0,2.23,-5.8,268.1,0.0,0.0,-5.8,0.0,-0.9,-1.9,2.23,-5.2,0.16,TRTm,0
Sep-2014 ,1.29,-4.8,-5.0,-4.1,0.91,0.59,18.1,-4.1,0.0,-10.3,0.0,2.44,-12.2,272.4,0.0,0.0,-12.2,0.0,-2.1,-10.3,2.44,-13.5,0.17,TRTm,0
Dec-2014 ,1.34,12.4,11.8,7.0,0.82,0.76,28.0,9.8,0.72,12.5,0.78,2.26,15.7,136.1,0.0,2.88,15.7,20.5,5.3,19.0,2.26,16.9,0.34,TRTm,0
Mar-2015 ,1.44,-2.3,-0.3,-1.4,1.13,0.95,18.5,-1.4,0.0,-3.8,0.0,2.54,-5.1,201.0,8.2,43.57,-5.1,0.0,-1.0,2.0,2.54,-5.7,0.19,TRTm,0
Jun-2015 ,1.57,-9.4,-8.4,-6.8,0.99,0.9,-3.9,-6.8,0.0,-20.6,0.0,2.59,-25.4,262.2,19.1,0.0,-25.4,0.0,-3.7,-30.1,2.59,-26.4,0.14,TRTm,0
Sep-2015 ,1.45,-1.3,0.6,-1.2,1.32,0.86,24.9,-1.2,0.0,-2.1,0.0,3.03,-2.4,251.3,20.8,40.52,-2.4,0.0,-0.4,4.3,3.03,1.4,0.18,TRTm,0
Dec-2015 ,1.49,6.9,6.2,3.9,1.24,0.93,25.8,5.4,0.73,7.6,0.78,2.78,9.7,181.4,20.6,10.99,9.7,22.2,2.4,12.4,2.78,10.2,0.24,TRTm,0
Mar-2016 ,1.22,2.0,2.5,1.4,1.36,0.69,28.5,1.4,1.0,2.9,0.69,2.87,3.9,241.1,11.5,24.11,3.9,26.5,0.7,8.0,2.87,5.3,0.19,TRTm,0
Jun-2016 ,1.05,2.7,2.4,2.4,1.37,0.53,29.2,2.4,1.0,4.2,0.86,2.89,5.2,256.1,3.8,26.46,5.2,20.1,1.0,8.3,2.89,5.1,0.18,TRTm,0
Sep-2016 ,1.21,-1.6,-0.4,-1.3,1.48,0.67,19.8,-1.3,0.0,-2.5,0.0,2.98,-2.6,214.4,14.7,110.29,-2.6,0.0,-0.5,1.9,2.98,-0.9,0.2,TRTm,0
Dec-2016 ,1.27,4.3,18.7,-0.5,1.45,0.75,26.8,3.1,-0.16,4.8,0.72,2.91,6.6,206.4,16.5,21.95,6.6,27.6,1.5,8.4,2.91,6.0,0.22,TRTm,0
Mar-2017 ,1.24,-3.5,-1.7,-2.8,1.45,0.72,19.4,-2.8,0.0,-5.1,0.0,2.93,-6.4,233.3,17.0,0.0,-6.4,0.0,-1.2,-1.3,2.93,-4.2,0.19,TRTm,0
Jun-2017 ,1.52,-6.3,-3.5,-5.0,1.48,0.77,16.2,-5.0,0.0,-11.4,0.0,3.05,-14.7,290.8,31.9,0.0,-14.7,0.0,-2.1,-7.5,3.05,-11.9,0.14,TRTm,0
Sep-2017 ,1.22,-9.8,-5.1,-7.5,1.52,0.6,12.2,-7.5,0.0,-13.5,0.0,3.25,-16.7,208.4,25.4,0.0,-16.7,0.0,-3.1,-10.5,3.25,-14.5,0.19,TRTm,0
Dec-2017 ,1.3,11.0,9.2,8.9,1.4,0.73,28.6,8.9,1.0,11.2,0.81,3.01,13.7,152.7,24.0,8.81,13.7,18.8,3.5,17.5,3.01,14.6,0.26,TRTm,0
Mar-2018 ,1.32,0.2,0.6,0.3,1.37,0.64,24.9,0.3,1.0,0.3,1.3,2.93,0.4,236.3,24.1,40.55,0.4,18.6,0.1,5.6,2.93,1.6,0.17,TRTm,0
Jun-2018 ,1.14,-0.7,0.8,-0.5,1.39,0.57,20.4,-0.5,0.0,-1.0,0.0,3.05,-1.2,217.4,16.1,37.03,-1.2,0.0,-0.2,5.6,3.05,2.0,0.2,TRTm,0
Sep-2018 ,1.0,-4.3,-2.0,-3.2,1.45,0.47,19.4,-3.2,0.0,-5.8,0.0,3.22,-7.4,218.4,8.1,0.0,-7.4,0.0,-1.4,-1.8,3.22,-5.6,0.18,TRTm,0
Dec-2018 ,1.04,4.2,3.1,0.5,1.39,0.6,22.8,0.5,1.0,0.4,0.11,3.06,4.9,149.9,8.1,16.31,4.9,91.6,1.3,8.4,3.06,5.9,0.27,TRTm,0
Mar-2019 ,1.03,-2.2,-0.9,-1.9,1.36,0.59,15.4,-1.9,0.0,-3.5,0.0,2.94,-4.1,231.6,8.4,159.23,-4.1,0.0,-0.7,1.4,2.94,-1.3,0.18,TRTm,0
Jun-2019 ,1.08,-1.5,-0.2,-1.9,1.35,0.58,28.3,-1.9,0.0,-4.5,0.0,2.96,-3.3,278.0,11.1,65.39,-3.3,0.0,-0.5,3.8,2.96,-0.1,0.16,TRTm,0
Sep-2019 ,1.19,0.2,0.8,-0.1,1.43,0.6,22.1,-0.1,0.0,-0.3,-0.48,3.05,0.3,221.5,17.6,35.65,0.3,197.1,0.1,5.9,3.05,2.9,0.19,TRTm,0
Dec-2019 ,1.24,16.2,12.8,7.4,1.41,0.66,39.3,10.9,0.68,13.7,0.67,3.05,20.8,181.8,15.2,4.89,20.8,34.3,5.3,27.6,3.05,22.8,0.26,TRTm,0
Mar-2020 ,1.2,-6.6,-1.1,-5.6,1.66,0.57,15.7,-5.6,0.0,-13.7,0.0,3.19,-15.7,303.2,15.3,275.48,-15.7,0.0,-2.1,0.9,3.19,-11.8,0.14,TRTm,0
Jun-2020 ,1.27,-1.8,-0.6,-1.6,1.7,0.47,16.8,-1.6,0.0,-4.3,0.0,3.35,-4.4,385.5,21.4,103.98,-4.4,0.0,-0.5,3.4,3.35,-0.2,0.12,TRTm,0
Sep-2020 ,1.25,-1.0,1.1,-0.8,1.7,0.49,16.5,-0.8,0.0,-1.5,0.0,3.39,-1.7,285.3,20.6,36.2,-1.7,0.0,-0.3,7.0,3.39,1.1,0.18,TRTm,0
Dec-2020 ,1.33,11.8,7.9,8.8,1.46,0.84,20.4,9.4,0.94,9.0,0.8,3.08,11.3,156.1,19.5,10.13,11.3,20.3,3.7,12.6,3.08,12.6,0.32,TRTm,0
Mar-2021 ,1.42,-3.9,-1.9,-3.3,1.2,0.77,15.6,-3.3,0.0,-9.7,0.0,2.67,-11.1,378.5,21.2,0.0,-11.1,0.0,-1.3,-1.2,2.67,-5.9,0.12,TRTm,0
Jun-2021 ,1.44,3.9,4.6,3.2,1.15,0.86,23.2,3.2,1.0,5.8,0.82,2.6,7.2,229.4,19.9,13.59,7.2,19.0,1.5,13.2,2.6,9.2,0.2,TRTm,0
Sep-2021 ,1.43,7.1,8.1,5.5,1.09,0.82,33.0,5.5,1.0,12.1,0.78,2.61,15.7,260.8,18.1,7.62,15.7,22.8,2.7,23.5,2.61,18.1,0.17,TRTm,0
Dec-2021 ,1.48,1.7,2.5,-2.1,0.98,0.88,19.5,1.1,-1.85,2.1,0.67,2.45,3.4,196.2,17.3,21.34,3.4,37.4,0.7,6.4,2.45,5.2,0.2,TRTm,0
Mar-2022 ,1.45,-2.5,-2.2,-2.1,1.0,0.79,11.3,-2.1,0.0,-5.7,0.0,2.43,-6.5,253.1,16.5,0.0,-6.5,0.0,-1.0,-0.4,2.43,-4.2,0.16,TRTm,0
Jun-2022 ,1.32,-5.7,-4.2,-4.7,1.2,0.64,6.2,-4.7,0.0,-16.1,0.0,2.73,-19.2,338.0,16.9,0.0,-19.2,0.0,-2.2,-7.7,2.73,-16.4,0.12,TRTm,0
Sep-2022 ,1.27,-2.9,-0.4,-2.5,1.28,0.63,13.7,-2.5,0.0,-5.2,0.0,2.78,-5.9,236.6,15.7,71.15,-5.9,0.0,-1.1,2.9,2.78,-3.5,0.18,TRTm,0
Dec-2022 ,1.26,1.4,0.2,0.8,1.32,0.62,12.1,0.8,1.0,1.8,0.59,2.78,3.3,278.7,14.7,54.97,3.3,44.1,0.5,4.5,2.78,6.3,0.15,TRTm,0
Mar-2023 ,1.2,-4.1,-2.0,-3.5,1.41,0.56,13.7,-3.5,0.0,-9.2,0.0,2.91,-10.4,311.1,14.9,0.0,-10.4,0.0,-1.4,-2.8,2.91,-7.1,0.14,TRTm,0
Jun-2023 ,1.17,-3.0,-0.1,-2.6,1.58,0.52,13.1,-2.6,0.0,-6.6,0.0,3.07,-7.2,325.9,14.0,86.12,-7.2,0.0,-1.0,3.6,3.07,-3.1,0.14,TRTm,0
Sep-2023 ,1.21,12.2,7.2,9.6,1.53,0.44,38.0,9.6,1.0,16.6,0.79,3.07,21.1,335.8,11.8,7.9,21.1,21.0,4.0,30.6,3.07,24.8,0.19,TRTm,0
Dec-2023 ,1.26,11.5,4.9,2.6,1.34,0.44,29.0,8.5,0.31,13.0,0.74,2.85,17.7,275.4,10.6,10.89,17.7,26.7,3.9,18.3,2.85,21.1,0.22,TRTm,0
Mar-2024 ,1.26,10.8,7.7,8.1,1.41,0.57,31.0,8.1,1.0,12.1,0.75,2.88,16.1,271.1,8.4,7.49,16.1,25.2,3.8,24.6,2.88,19.0,0.23,TRTm,0
Mar-2007 ,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,-4.9,0.0,0.0,-4.9,0.0,0.0,0.0,-4.9,0.0,0.0,-4.9,0.0,-4.9,0.0,EA,1
Jun-2007 ,0.0,0.0,0.0,0.0,0.0,0.0,-6.1,0.0,0.0,-10.1,0.0,0.0,-10.1,0.0,0.0,0.0,-10.1,0.0,0.0,-10.1,0.0,-10.1,0.0,EA,1
Dec-2007 ,0.6,0.0,15.9,0.0,0.62,0.24,10.2,0.0,1.0,6.7,0.93,4.23,7.2,0.0,0.0,0.0,7.2,7.5,0.0,14.1,4.23,7.7,0.0,EA,1
Mar-2008 ,0.0,0.0,32.5,0.0,0.0,0.0,4.5,0.0,1.0,2.5,0.71,0.0,3.5,0.0,0.0,0.0,3.5,29.2,0.0,4.2,0.0,3.6,0.0,EA,1
Jun-2008 ,1.66,0.0,2.0,0.0,0.0,0.71,1.1,0.0,1.0,0.0,1.0,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.46,0.0,0.0,EA,1
Dec-2008 ,0.99,-2.4,-41.8,-3.0,0.09,0.55,1.0,-3.0,0.0,-1.3,0.0,1.6,-1.0,8.9,0.0,0.0,-1.0,0.0,-1.6,0.4,1.6,-1.0,1.55,EA,1
Mar-2009 ,1.47,21.9,84.7,18.1,0.29,0.98,11.3,18.1,1.0,8.2,0.82,1.49,10.0,8.1,9.7,0.57,10.0,17.6,14.2,11.0,1.49,10.1,1.42,EA,1
Dec-2009 ,0.74,-4.6,-0.2,-3.0,1.05,0.43,0.3,-3.0,0.0,-0.6,0.0,2.23,-0.9,25.4,13.0,9.43,-0.9,0.0,-2.5,1.3,2.23,-0.1,2.84,EA,1
Dec-2010 ,1.12,6.5,3.3,6.1,0.65,0.79,2.1,6.1,1.0,1.1,0.95,1.99,1.1,40.0,4.8,3.22,1.1,5.0,3.1,3.9,1.99,2.0,2.8,EA,1
Mar-2011 ,0.0,0.0,16.2,0.0,0.0,0.0,8.0,0.0,1.0,5.3,0.98,0.0,5.4,0.0,0.0,0.0,5.4,2.4,0.0,5.7,0.0,5.7,0.0,EA,1
Jun-2011 ,0.0,0.0,2.4,0.0,0.0,0.0,3.5,0.0,1.0,0.2,0.6,0.0,0.3,0.0,0.0,0.0,0.3,42.8,0.0,0.6,0.0,0.6,0.0,EA,1
Sep-2011 ,0.0,0.0,-2.9,0.0,0.0,0.0,2.0,0.0,0.0,-1.2,0.0,0.0,-1.3,0.0,0.0,0.0,-1.3,0.0,0.0,0.5,0.0,-0.9,0.0,EA,1
Dec-2011 ,1.19,0.0,2.3,0.0,0.45,0.85,-2.1,0.0,1.0,0.8,1.61,1.75,0.5,0.0,12.5,0.0,0.5,-46.4,0.0,1.1,1.75,1.0,0.0,EA,1
Mar-2012 ,0.0,0.0,9.3,0.0,0.0,0.0,4.6,0.0,1.0,2.1,1.01,0.0,2.1,0.0,0.0,0.0,2.1,0.0,0.0,3.1,0.0,2.3,0.0,EA,1
Jun-2012 ,0.78,0.0,6.1,0.0,0.63,0.61,5.5,0.0,1.0,2.6,1.01,1.95,2.6,0.0,8.8,0.0,2.6,0.0,0.0,4.3,1.95,3.1,0.0,EA,1
Sep-2012 ,0.72,0.5,1.5,0.5,0.96,0.5,5.5,0.5,1.0,0.7,0.91,2.11,0.7,37.4,23.1,23.66,0.7,0.0,0.3,3.7,2.11,2.1,0.37,EA,1
Dec-2012 ,0.61,3.3,5.6,0.0,1.05,0.4,6.4,3.3,0.0,4.8,0.99,2.23,4.8,33.5,27.1,15.35,4.8,0.1,1.5,8.5,2.23,5.8,0.32,EA,1
Mar-2013 ,5.82,3.4,5.1,3.1,0.22,5.55,10.7,3.1,1.0,8.5,0.92,1.29,9.2,33.4,13.3,0.0,9.2,7.8,2.3,9.4,1.29,6.8,0.25,EA,1
Jun-2013 ,4.7,1.6,5.2,1.4,0.21,4.37,12.8,1.4,1.0,7.3,0.91,1.27,8.0,50.1,12.8,0.0,8.0,8.6,1.2,11.9,1.27,8.1,0.15,EA,1
Sep-2013 ,1.05,0.6,2.5,0.7,0.62,0.95,10.8,0.7,1.0,3.1,1.05,1.8,3.0,44.4,26.2,4.34,3.0,-5.8,0.4,7.9,1.8,4.3,0.14,EA,1
Dec-2013 ,1.28,2.3,5.4,0.5,1.39,1.16,13.9,2.2,0.22,7.8,0.96,2.63,8.0,39.4,50.1,20.35,8.0,3.5,1.0,12.0,2.63,8.9,0.13,EA,1
Mar-2014 ,1.84,10.1,7.8,10.0,1.25,1.74,27.7,10.0,1.0,22.0,0.99,2.43,22.2,30.9,48.5,6.65,22.2,0.9,4.0,30.2,2.43,25.4,0.18,EA,1
Jun-2014 ,1.82,8.2,5.7,8.2,1.2,1.7,31.5,8.2,1.0,22.8,1.0,2.32,22.7,39.3,46.6,7.04,22.7,-0.5,3.4,32.7,2.32,27.0,0.15,EA,1
Sep-2014 ,1.65,7.2,5.4,7.0,1.51,1.55,28.9,7.0,1.0,20.1,0.97,2.68,20.8,40.2,52.2,9.25,20.8,3.2,2.9,30.4,2.68,24.8,0.14,EA,1
Dec-2014 ,0.87,6.5,5.1,5.1,2.04,0.81,30.1,6.4,0.8,19.9,0.98,3.28,20.2,43.1,60.4,14.71,20.2,1.6,2.2,30.8,3.28,25.1,0.11,EA,1
Mar-2015 ,1.1,9.4,5.7,9.4,2.0,1.03,38.3,9.4,1.0,29.0,1.0,3.15,29.0,48.1,58.1,13.12,29.0,0.2,2.9,41.9,3.15,34.6,0.1,EA,1
Jun-2015 ,1.11,10.9,5.2,10.9,1.93,1.06,42.9,10.9,1.0,29.6,1.0,3.11,29.6,47.8,55.8,10.37,29.6,0.1,3.5,44.0,3.11,36.3,0.12,EA,1
Sep-2015 ,1.61,9.9,4.8,9.5,2.1,1.58,42.1,9.5,1.0,31.4,0.96,3.24,32.6,56.8,59.6,11.85,32.6,3.6,3.1,47.5,3.24,38.8,0.1,EA,1
Dec-2015 ,1.04,8.0,4.9,3.4,2.61,1.0,38.7,8.0,0.43,27.0,1.0,3.89,27.0,55.9,63.0,17.55,27.0,0.0,2.2,42.1,3.89,33.8,0.08,EA,1
Mar-2016 ,0.9,8.1,5.1,8.0,2.5,0.87,40.4,8.0,1.0,29.2,0.99,3.67,29.5,60.3,60.6,19.84,29.5,1.1,2.1,43.5,3.67,36.2,0.07,EA,1
Jun-2016 ,1.22,10.5,4.9,10.4,2.57,1.19,45.2,10.4,1.0,31.7,0.99,3.71,31.9,56.0,62.1,14.21,31.9,0.6,2.8,50.0,3.71,41.2,0.09,EA,1
Sep-2016 ,2.65,7.1,3.6,7.0,2.71,2.58,45.9,7.0,1.0,28.2,1.0,3.85,28.3,74.0,67.6,17.69,28.3,0.2,1.9,55.6,3.85,41.8,0.07,EA,1
Dec-2016 ,1.73,7.4,4.3,2.5,2.49,1.68,52.1,7.6,0.33,36.5,1.03,3.65,35.5,81.9,64.8,18.67,35.5,-2.6,2.0,60.7,3.65,47.1,0.06,EA,1
Mar-2017 ,1.85,8.2,4.7,8.2,2.27,1.81,49.2,8.2,1.0,37.0,1.0,3.47,37.0,74.5,63.9,17.21,37.0,-0.1,2.3,55.7,3.47,43.8,0.06,EA,1
Jun-2017 ,1.77,7.7,4.3,7.7,2.19,1.72,46.7,7.7,1.0,33.0,1.0,3.36,32.9,68.4,62.0,15.77,32.9,-0.1,2.2,54.0,3.36,41.8,0.07,EA,1
Sep-2017 ,1.88,7.3,4.0,7.4,2.0,1.83,47.6,7.4,1.0,31.5,1.0,3.12,31.5,66.1,59.9,14.13,31.5,-0.1,2.3,56.3,3.12,42.2,0.07,EA,1
Dec-2017 ,2.71,6.0,3.6,1.1,1.89,2.66,47.2,6.3,0.17,30.8,1.05,3.04,29.5,74.1,62.2,15.12,29.5,-4.6,2.0,54.2,3.04,39.9,0.07,EA,1
Mar-2018 ,2.65,12.2,4.5,12.4,1.66,2.56,50.3,12.4,1.0,65.6,1.02,2.86,65.3,80.8,58.4,13.54,65.3,-0.5,4.2,59.0,2.86,74.5,0.06,EA,1
Jun-2018 ,1.77,5.8,4.1,6.0,1.77,1.69,52.5,6.0,1.0,33.5,1.02,2.98,33.2,89.5,57.1,14.77,33.2,-0.9,2.0,56.2,2.98,42.8,0.06,EA,1
Sep-2018 ,0.67,7.5,4.8,7.5,1.64,0.64,53.9,7.5,1.0,42.6,1.0,3.18,42.9,86.9,53.6,13.04,42.9,0.8,2.4,63.2,3.18,47.5,0.06,EA,1
Dec-2018 ,0.65,5.3,5.4,-0.9,1.61,0.63,46.7,4.3,-0.21,32.9,0.82,3.26,34.2,86.0,53.6,14.57,34.2,3.9,1.6,59.7,3.26,41.4,0.05,EA,1
Mar-2019 ,0.73,6.4,5.3,6.5,1.79,0.69,51.9,6.5,1.0,38.8,1.02,3.19,38.6,80.8,56.1,14.46,38.6,-0.7,2.0,61.8,3.19,44.9,0.05,EA,1
Jun-2019 ,0.81,7.3,4.8,7.4,1.87,0.76,54.0,7.4,1.0,39.6,1.01,3.22,39.7,81.1,53.6,14.2,39.7,0.2,2.3,62.5,3.22,45.5,0.06,EA,1
Sep-2019 ,1.58,8.0,5.5,8.2,1.9,1.51,55.8,8.2,1.0,40.1,1.02,3.17,40.0,83.9,55.1,11.64,40.0,-0.4,2.5,67.8,3.17,51.2,0.06,EA,1
Dec-2019 ,2.31,7.8,5.1,2.8,1.8,2.19,56.1,7.8,0.36,42.9,1.0,3.01,42.9,93.0,55.3,11.57,42.9,0.0,2.5,67.7,3.01,50.4,0.06,EA,1
Mar-2020 ,2.01,5.9,4.1,6.0,1.76,1.91,43.6,6.0,1.0,29.9,1.02,2.98,30.0,75.9,54.1,13.8,30.0,0.1,2.0,49.8,2.98,37.5,0.07,EA,1
Jun-2020 ,0.81,4.5,3.7,4.6,1.76,0.73,45.6,4.6,1.0,27.1,1.02,2.98,27.3,86.6,49.1,16.26,27.3,0.6,1.5,54.4,2.98,36.1,0.06,EA,1
Sep-2020 ,0.58,4.2,3.5,4.3,1.68,0.52,45.8,4.3,1.0,28.8,1.03,2.9,28.9,95.8,46.0,18.87,28.9,0.4,1.4,56.8,2.9,38.7,0.05,EA,1
Dec-2020 ,0.54,5.1,4.8,1.3,1.61,0.48,47.9,5.5,0.25,32.1,1.06,2.82,31.4,86.5,44.0,16.49,31.4,-2.2,1.8,56.6,2.82,40.5,0.06,EA,1
Mar-2021 ,0.69,4.9,4.6,4.9,1.54,0.61,45.6,4.9,1.0,28.9,1.01,2.77,29.7,87.7,44.9,16.7,29.7,2.7,1.8,52.5,2.77,37.8,0.06,EA,1
Jun-2021 ,0.84,3.9,4.0,4.1,1.56,0.69,37.0,4.1,1.0,23.2,1.03,2.79,23.4,87.3,46.8,18.34,23.4,1.1,1.4,45.4,2.79,30.7,0.06,EA,1
Sep-2021 ,0.78,5.4,5.5,5.4,1.44,0.64,42.4,5.4,1.0,32.2,0.99,2.66,32.4,96.6,44.7,16.63,32.4,0.5,2.0,49.0,2.66,35.2,0.06,EA,1
Dec-2021 ,0.92,5.5,6.1,5.9,1.38,0.8,39.5,5.9,1.0,32.8,1.07,2.63,31.8,113.3,44.3,16.89,31.8,-3.2,2.1,44.5,2.63,32.3,0.07,EA,1
Mar-2022 ,0.76,3.9,4.9,4.1,1.39,0.62,38.7,4.1,1.0,27.3,1.06,2.66,27.2,160.0,42.4,18.79,27.2,-0.4,1.5,48.1,2.66,31.9,0.05,EA,1
Jun-2022 ,0.76,2.9,3.6,3.2,1.43,0.6,31.3,3.2,1.0,17.6,1.11,2.72,18.3,160.4,39.6,20.15,18.3,4.2,1.1,41.0,2.72,22.9,0.06,EA,1
Sep-2022 ,0.83,8.3,3.6,8.4,1.42,0.55,27.6,8.4,1.0,50.3,1.01,2.62,51.5,176.6,40.1,19.27,51.5,2.3,3.1,42.6,2.62,22.6,0.06,EA,1
Dec-2022 ,0.85,6.2,6.3,2.8,1.35,0.64,30.1,5.8,0.48,24.2,0.93,2.66,24.6,102.9,35.2,14.95,24.6,1.7,2.4,34.2,2.66,26.2,0.1,EA,1
Mar-2023 ,0.87,6.2,6.0,5.8,1.47,0.65,37.1,5.8,1.0,26.9,0.93,2.73,28.0,125.2,36.6,13.98,28.0,3.9,2.3,42.5,2.73,32.9,0.08,EA,1
Jun-2023 ,0.77,5.7,4.8,5.2,1.49,0.5,39.3,5.2,1.0,28.6,0.91,2.72,30.0,189.5,36.1,16.17,30.0,4.7,2.1,45.8,2.72,33.8,0.07,EA,1
Sep-2023 ,1.02,4.7,3.4,4.6,1.66,0.79,31.1,4.6,1.0,25.6,0.97,2.85,27.7,231.3,37.4,20.71,27.7,7.4,1.7,40.2,2.85,18.3,0.06,EA,1
Dec-2023 ,1.0,2.0,2.1,0.1,1.54,0.7,28.7,2.7,0.04,16.4,1.35,2.74,14.3,312.0,39.8,26.16,14.3,-14.4,0.7,39.3,2.74,23.2,0.05,EA,1
Mar-2024 ,1.07,1.8,1.8,2.1,1.55,0.78,26.2,2.1,1.0,11.9,1.21,2.73,12.7,333.7,41.0,28.85,12.7,6.0,0.6,37.1,2.73,20.6,0.05,EA,1
Mar-2004 ,0.0,0.0,12.2,0.0,0.0,0.0,46.9,0.0,1.0,14.2,0.66,0.0,21.3,0.0,0.0,0.0,21.3,33.6,0.0,28.4,0.0,23.1,0.0,STARK,1
Jun-2004 ,0.0,0.0,13.7,0.0,0.0,0.0,42.0,0.0,1.0,13.6,0.68,0.0,20.0,0.0,0.0,0.0,20.0,32.2,0.0,27.3,0.0,21.6,0.0,STARK,1
Sep-2004 ,0.0,0.0,7.2,0.0,0.0,0.0,34.9,0.0,1.0,2.7,0.37,0.0,7.2,0.0,0.0,0.0,7.2,62.6,0.0,20.5,0.0,9.0,0.0,STARK,1
Dec-2004 ,1.75,0.0,18.3,0.0,0.39,1.11,47.5,0.0,-0.51,16.6,0.69,1.81,24.2,0.0,14.1,0.0,24.2,31.5,0.0,31.8,1.81,25.5,0.0,STARK,1
Mar-2005 ,3.14,7.4,18.2,4.5,0.17,2.43,39.4,4.5,1.0,10.9,0.61,1.42,17.8,176.2,9.3,1.21,17.8,38.6,4.7,23.9,1.42,18.9,0.26,STARK,1
Jun-2005 ,3.13,5.2,22.3,3.7,0.16,2.46,36.7,3.7,1.0,11.4,0.72,1.4,15.9,204.8,8.7,0.45,15.9,28.3,3.7,22.1,1.4,16.6,0.23,STARK,1
Sep-2005 ,2.59,2.6,10.3,1.4,0.21,1.97,37.0,1.4,1.0,4.7,0.54,1.49,8.7,262.6,7.6,3.35,8.7,46.0,1.8,15.8,1.49,9.6,0.21,STARK,1
Dec-2005 ,2.41,-0.4,-0.3,-2.3,0.27,1.84,39.1,-0.5,0.0,-1.5,0.0,1.56,-1.1,287.2,7.3,15.75,-1.1,0.0,-0.2,4.8,1.56,0.1,0.21,STARK,1
Mar-2006 ,2.27,1.2,3.5,0.7,0.28,1.66,34.9,0.7,1.0,2.7,0.56,1.58,4.7,374.3,6.6,10.03,4.7,43.6,0.8,10.8,1.58,6.6,0.16,STARK,1
Jun-2006 ,2.24,1.1,13.1,0.7,0.27,1.58,35.0,0.7,1.0,2.5,0.63,1.6,3.9,360.7,5.7,3.05,3.9,37.2,0.7,33.3,1.6,5.9,0.17,STARK,1
Sep-2006 ,2.23,-4.6,-4.3,-4.8,0.3,1.56,30.0,-4.8,0.0,-16.5,0.0,1.62,-15.9,325.0,6.4,0.0,-15.9,0.0,-2.9,-0.3,1.62,-13.5,0.18,STARK,1
Dec-2006 ,2.27,-4.9,-20.7,-3.8,0.31,1.54,11.2,-3.8,0.0,-18.3,0.0,1.6,-23.9,438.2,5.9,0.0,-23.9,0.0,-3.1,-50.4,1.6,-20.8,0.13,STARK,1
Mar-2007 ,2.28,-0.7,2.3,-1.3,0.34,1.54,31.9,-1.3,0.0,-4.0,0.0,1.62,-2.1,316.6,6.7,7.84,-2.1,0.0,-0.4,13.0,1.62,0.0,0.2,STARK,1
Jun-2007 ,2.3,0.9,3.5,0.4,0.36,1.55,37.3,0.4,1.0,1.3,0.51,1.61,2.6,325.7,6.0,9.1,2.6,49.0,0.5,11.5,1.61,4.8,0.21,STARK,1
Sep-2007 ,2.93,0.0,1.0,0.0,0.39,1.97,25.7,0.0,1.0,0.2,0.0,1.62,-0.1,401.1,14.2,20.31,-0.1,0.0,0.0,7.0,1.62,2.3,0.16,STARK,1
Dec-2007 ,2.58,-5.8,-6.7,-4.8,0.39,1.72,14.9,-4.8,0.0,-16.5,0.0,1.64,-19.9,344.5,11.7,0.0,-19.9,0.0,-3.6,-14.6,1.64,-17.2,0.18,STARK,1
Mar-2008 ,2.47,-6.3,-7.3,-6.3,0.41,1.44,14.0,-6.3,0.0,-32.9,0.0,1.69,-32.9,528.2,12.6,0.0,-32.9,0.0,-3.8,-22.3,1.69,-28.9,0.12,STARK,1
Jun-2008 ,2.28,-4.9,-5.2,-4.9,0.41,1.21,16.7,-4.9,0.0,-17.6,0.0,1.72,-17.6,381.3,11.8,0.0,-17.6,0.0,-2.9,-8.0,1.72,-14.8,0.16,STARK,1
Sep-2008 ,1.99,-9.8,-12.1,-9.8,0.42,0.94,2.2,-9.8,0.0,-29.7,0.0,1.84,-29.7,297.0,11.2,0.0,-29.7,0.0,-5.5,-21.3,1.84,-27.5,0.19,STARK,1
Dec-2008 ,1.93,-5.7,-5.8,-5.7,0.4,0.9,12.2,-5.7,0.0,-14.6,0.0,1.9,-14.6,260.4,13.3,6.6,-14.6,0.0,-3.0,15.9,1.9,-12.4,0.21,STARK,1
Mar-2009 ,1.93,1.8,3.4,1.8,0.41,0.92,27.4,1.8,1.0,4.4,1.0,1.88,4.4,263.6,11.8,9.34,4.4,0.0,1.0,10.3,1.88,6.2,0.22,STARK,1
Jun-2009 ,1.91,1.7,3.5,1.7,0.37,0.84,26.2,1.7,1.0,4.3,1.0,1.86,4.3,273.5,10.9,9.52,4.3,0.0,0.9,10.3,1.86,6.0,0.21,STARK,1
