Period End Date,Pretax ROE,(Total Debt - Cash) / EBITDA,Reinvestment Rate,Current Ratio,Pretax Margin,x Earnings Retention,Gross Margin,% LT Debt to Total Capital,Effective Tax Rate,x Pretax Margin,ROE,Times Interest Earned,x Leverage (Assets/Equity),Quick Ratio,Cash Cycle (Days),Operating Margin,Net Margin,Pretax ROA,Asset Turnover,Assets/Equity,x Tax Complement,Debt/Equity,EBITDA Margin,Company name,Fraud
2022-12-01,-3.4,0.57,-3.5,1.12,-11.9,1.0,5.8,0.1,38.0,-11.9,-3.5,-5.1,2.3,0.89,366.1,-9.6,-11.6,-1.5,0.13,2.3,0.65,0.31,-5.8,SCI,0
2023-03-01,-3.0,0.57,-2.9,1.09,-11.5,1.0,-1.0,0.1,38.0,-11.5,-2.9,-4.6,2.52,0.82,435.2,-9.2,-11.4,-1.3,0.11,2.52,0.65,0.35,-7.4,SCI,0
2023-06-01,-4.1,0.57,-4.0,1.07,-11.5,1.0,-2.5,0.1,38.0,-11.5,-4.0,-3.9,2.52,0.81,340.1,-8.0,-11.4,-1.6,0.14,2.52,0.65,0.33,-4.8,SCI,0
2023-09-01,-1.2,4.7,-1.1,1.05,-3.3,1.0,4.9,0.1,38.0,-3.3,-1.1,-0.1,2.65,0.79,343.3,-0.3,-3.2,-0.5,0.14,2.65,0.65,0.34,3.0,SCI,0
2023-12-01,-52.2,4.7,-49.9,1.09,-114.2,1.0,3.2,0.1,38.0,-114.2,-49.9,-12.8,2.5,0.65,256.4,-110.4,-113.1,-20.2,0.18,2.5,0.65,0.54,-5.3,SCI,0
2024-03-01,-4.8,4.7,-4.7,1.04,-9.0,1.0,1.5,0.1,38.0,-9.0,-4.7,-1.5,2.63,0.6,197.2,-5.2,-9.0,-1.9,0.21,2.63,0.65,0.61,-2.8,SCI,0
2024-06-01,-3.0,34.82,-2.9,1.02,-5.0,1.0,5.2,0.1,38.0,-5.0,-2.9,-0.3,2.83,0.61,205.7,-1.1,-5.0,-1.1,0.22,2.83,0.65,0.64,1.2,SCI,0
2004-03-01,14.0,1.65,9.2,1.12,7.6,1.0,20.6,8.2,48.0,7.6,9.2,16.7,2.77,0.61,48.0,7.6,4.0,5.2,0.49,2.77,0.67,0.3,10.1,SPCG,0
2004-06-01,14.0,1.65,9.2,1.12,14.3,1.0,24.9,8.2,31.0,14.3,9.2,49.2,2.77,0.61,48.0,14.3,9.9,5.2,0.49,2.77,0.7,0.3,14.6,SPCG,0
2004-09-01,14.0,1.65,9.2,1.12,17.2,1.0,27.0,8.2,24.7,17.2,9.2,70.9,2.77,0.61,48.0,17.2,13.0,5.2,0.49,2.77,0.61,0.3,17.5,SPCG,0
2004-12-01,14.0,1.65,9.2,1.12,11.5,1.0,19.4,8.2,31.2,11.5,9.2,47.9,2.77,0.61,48.0,11.5,7.9,5.2,0.49,2.77,0.69,0.3,16.2,SPCG,0
2005-03-01,14.0,1.65,9.2,1.16,10.5,1.0,23.2,13.9,34.2,10.5,9.2,29.0,2.65,0.71,48.0,10.5,6.9,5.2,0.49,2.65,0.66,0.47,12.0,SPCG,0
2005-06-01,14.0,1.65,9.2,1.16,3.8,1.0,13.9,13.9,26.7,3.8,9.2,6.9,2.65,0.71,48.0,3.8,2.8,5.2,0.49,2.65,0.73,0.47,5.8,SPCG,0
2005-09-01,14.0,1.65,9.2,1.03,10.2,1.0,16.8,16.2,30.5,10.2,9.2,25.4,2.88,0.84,48.0,10.2,7.1,5.2,0.49,2.88,0.7,0.58,11.8,SPCG,0
2005-12-01,2.4,2.67,-12.3,1.51,2.7,-4.89,14.2,3.5,-5.4,2.7,2.5,5.7,1.8,1.16,39.1,2.7,2.8,1.1,0.4,1.8,1.05,0.1,5.2,SPCG,0
2006-03-01,7.9,2.67,6.2,1.29,8.4,1.0,17.2,3.5,20.6,8.4,6.2,58.7,2.13,1.0,24.7,8.4,6.7,4.0,0.48,2.13,0.79,0.11,9.9,SPCG,0
2006-06-01,11.2,2.67,-1.8,1.4,12.1,-0.21,22.3,3.0,22.1,12.1,8.7,70.9,1.97,1.02,31.6,12.1,9.4,5.5,0.45,1.97,0.78,0.09,13.8,SPCG,0
2006-09-01,10.4,0.03,8.0,1.37,11.1,1.0,20.7,2.8,23.1,11.1,8.0,76.0,1.95,0.94,46.0,11.1,8.5,5.3,0.48,1.95,0.77,0.1,12.6,SPCG,0
2006-12-01,5.1,0.03,-6.0,1.36,5.4,-1.45,14.2,2.5,19.5,5.4,4.1,35.8,1.84,1.0,35.8,5.4,4.3,2.7,0.5,1.84,0.8,0.1,6.9,SPCG,0
2007-03-01,2.1,0.03,1.4,1.44,2.8,1.0,14.0,4.8,32.0,2.8,1.4,11.7,1.79,1.12,27.2,2.8,1.9,1.2,0.42,1.79,0.68,0.13,5.2,SPCG,0
2007-06-01,2.1,0.03,-0.9,1.41,3.3,-0.59,15.6,5.1,22.8,3.3,1.6,9.2,1.69,0.98,31.8,3.3,2.5,1.2,0.36,1.69,0.77,0.07,6.5,SPCG,0
2007-09-01,2.8,0.03,2.0,1.29,3.2,1.0,13.1,8.4,25.6,3.2,2.0,20.9,1.95,0.95,15.9,3.2,2.4,1.5,0.47,1.95,0.74,0.13,5.6,SPCG,0
2007-12-01,4.3,0.03,-4.7,1.27,5.4,-1.44,15.0,13.0,24.6,5.4,3.2,36.1,1.94,0.94,8.9,5.4,4.0,2.2,0.41,1.94,0.75,0.2,7.8,SPCG,0
2008-03-01,5.8,0.03,4.4,1.23,6.6,1.0,18.3,15.5,24.3,6.6,4.4,18.6,2.26,0.79,7.9,6.6,5.0,2.7,0.41,2.26,0.76,0.23,9.3,SPCG,0
2008-06-01,8.9,0.86,-0.5,1.23,9.6,-0.07,20.9,14.6,21.9,9.6,7.0,23.6,2.28,0.76,23.9,9.6,7.5,3.9,0.41,2.28,0.78,0.34,12.4,SPCG,0
2008-09-01,8.0,1.76,6.2,1.19,9.9,1.0,23.0,14.1,22.5,9.9,6.2,17.5,2.5,0.62,50.6,9.9,7.6,3.3,0.34,2.5,0.78,0.33,13.2,SPCG,0
2008-12-01,3.9,2.44,-3.3,1.33,3.8,-1.2,13.6,13.4,29.5,3.8,2.7,8.6,2.01,0.77,39.0,3.8,2.7,1.7,0.45,2.01,0.7,0.29,6.5,SPCG,0
2009-03-01,-3.3,2.44,-3.3,1.46,-5.2,-1.2,7.6,13.0,29.5,-5.2,-3.3,-7.4,1.75,1.1,56.3,-5.2,-5.2,-1.8,0.34,1.75,0.7,0.29,-1.2,SPCG,0
2009-06-01,-0.4,5.06,-3.0,1.24,-0.5,-1.2,14.6,12.9,29.5,-0.5,-0.4,0.4,2.11,0.96,37.8,-0.5,-0.5,-0.2,0.36,2.11,0.7,0.3,3.6,SPCG,0
2009-09-01,9.3,0.61,-2.7,1.26,9.0,-0.35,18.3,12.3,15.8,9.0,7.9,22.7,2.16,0.88,18.1,9.0,7.6,4.4,0.49,2.16,0.84,0.19,11.5,SPCG,0
2009-12-01,0.1,6.07,-0.1,1.16,0.2,-0.35,18.1,10.9,145.9,0.2,-0.1,1.4,2.22,0.71,47.5,0.2,-0.1,0.1,0.33,2.22,-0.46,0.31,3.9,SPCG,0
2010-03-01,5.0,2.65,1.0,1.17,4.9,0.27,17.0,9.6,21.9,4.9,3.9,10.5,2.18,0.84,39.5,4.9,3.8,2.3,0.46,2.18,0.78,0.32,7.6,SPCG,0
2010-06-01,1.6,3.0,1.0,1.16,1.9,1.0,17.5,10.2,39.2,1.9,1.0,4.5,2.1,0.88,37.3,1.9,1.2,0.7,0.38,2.1,0.61,0.3,5.5,SPCG,0
2010-09-01,2.4,3.0,1.4,1.15,2.9,1.0,18.0,7.9,40.7,2.9,1.4,7.7,2.14,0.77,19.8,2.9,1.7,1.1,0.4,2.14,0.59,0.14,5.9,SPCG,0
2010-12-01,1.7,23.47,1.3,0.14,6.1,1.0,19.9,35.5,25.2,6.1,1.3,16.8,4.59,0.14,-592.6,6.1,4.6,0.4,0.07,4.59,0.75,0.93,9.4,SPCG,0
2011-03-01,0.9,16.86,-0.6,0.19,11.6,1.0,76.7,29.9,115.3,11.6,-0.6,1.5,5.13,0.16,-10030.7,11.6,-1.8,0.2,0.02,5.13,-0.7,0.99,60.8,SPCG,0
2011-06-01,-0.1,12.98,-2.7,0.23,-0.4,1.0,39.9,45.5,115.3,-0.4,-2.7,2.3,7.32,0.21,-1189.1,14.4,-8.9,0.0,0.05,7.32,-0.7,2.35,36.0,SPCG,0
2011-09-01,1.6,27.91,0.6,0.29,5.4,1.0,40.4,45.1,34.8,5.4,0.6,1.1,7.94,0.27,-970.8,2.8,3.5,0.2,0.04,7.94,0.36,4.2,34.3,SPCG,0
2011-12-01,5.9,22.64,0.6,0.44,16.3,1.0,68.3,54.0,29.8,16.3,0.6,1.8,8.87,0.42,127.4,16.3,11.5,0.7,0.04,8.87,0.11,5.05,50.7,SPCG,0
2012-03-01,3.3,22.02,0.9,0.9,18.9,1.0,57.8,50.2,19.3,18.9,0.9,2.0,3.8,0.88,140.2,18.9,15.3,0.7,0.03,3.8,0.29,1.7,53.4,SPCG,0
2012-06-01,2.9,18.68,0.2,0.24,20.0,1.0,58.2,51.1,35.3,20.0,0.2,2.1,5.36,0.23,-1786.4,20.0,12.9,0.6,0.03,5.36,0.07,1.84,53.2,SPCG,0
2012-09-01,3.1,25.47,1.2,0.3,18.5,1.0,54.7,58.7,3.8,18.5,1.2,2.0,5.79,0.28,-1709.8,18.5,17.8,0.6,0.03,5.79,0.37,3.03,52.7,SPCG,0
2012-12-01,3.2,35.49,0.9,0.32,13.7,1.0,47.1,58.0,-0.2,13.7,0.9,1.8,7.0,0.31,-678.4,13.7,13.8,0.5,0.04,7.0,0.29,4.38,43.7,SPCG,0
2013-03-01,9.7,23.15,5.0,0.24,35.7,1.0,65.0,65.5,26.5,35.7,5.0,2.7,8.01,0.23,-1223.2,35.7,26.2,1.3,0.04,8.01,0.51,4.61,70.1,SPCG,0
2013-06-01,7.8,36.25,5.4,0.22,28.6,1.0,67.5,67.9,4.2,28.6,5.4,1.6,8.86,0.22,-1668.4,28.6,27.4,0.9,0.03,8.86,0.69,5.59,51.1,SPCG,0
2013-09-01,6.0,34.13,4.4,0.34,21.1,1.0,67.0,69.2,3.5,21.1,4.4,1.6,8.83,0.32,-1219.1,21.1,20.4,0.7,0.03,8.83,0.73,6.14,59.6,SPCG,0
2013-12-01,9.3,29.07,7.9,0.6,30.0,1.0,69.2,75.2,1.7,30.0,7.9,2.1,8.52,0.42,-632.4,30.0,29.5,1.1,0.04,8.52,0.85,6.31,67.3,SPCG,0
2014-03-01,11.1,27.53,9.7,0.79,37.7,1.0,72.9,73.1,-3.3,37.7,9.7,2.4,7.84,0.55,-191.0,37.7,39.0,1.4,0.04,7.84,0.87,6.09,75.3,SPCG,0
2014-06-01,12.8,21.96,0.5,1.17,39.6,0.04,75.1,71.6,-6.4,39.6,12.4,2.5,7.4,0.95,48.3,39.6,42.1,1.7,0.04,7.4,0.97,5.73,79.3,SPCG,0
2014-09-01,11.8,18.39,9.4,1.77,42.8,1.0,72.0,65.7,7.4,42.8,9.4,3.0,4.93,1.55,117.1,42.8,39.7,2.0,0.05,4.93,0.8,3.56,77.4,SPCG,0
2014-12-01,12.3,14.4,3.4,1.69,49.3,0.31,73.1,61.9,-1.6,49.3,11.0,3.7,4.42,1.54,152.5,49.3,50.1,2.6,0.05,4.42,0.9,3.11,78.6,SPCG,0
2015-03-01,10.3,14.74,9.2,1.83,46.1,1.0,67.8,59.9,-0.9,46.1,9.2,3.6,4.03,1.71,130.4,46.1,46.5,2.4,0.05,4.03,0.89,2.75,74.4,SPCG,0
2015-06-01,10.5,13.68,10.4,1.62,54.9,1.0,76.4,58.0,-10.1,54.9,10.4,3.9,3.8,1.51,137.3,54.9,60.4,2.7,0.05,3.8,0.99,2.53,84.2,SPCG,0
2015-09-01,7.8,15.0,1.0,1.63,48.2,0.14,73.5,56.1,-1.0,48.2,6.9,3.4,3.55,1.56,122.7,48.2,48.7,2.1,0.04,3.55,0.88,2.3,82.0,SPCG,0
2015-12-01,7.7,13.95,-3.7,1.75,42.7,-0.53,74.1,54.9,1.4,42.7,6.8,3.5,3.45,1.68,119.7,42.7,42.1,2.2,0.05,3.45,0.89,2.2,70.9,SPCG,0
2016-03-01,9.2,11.28,8.2,2.06,56.4,1.0,76.5,53.5,-0.1,56.4,8.2,4.5,3.28,1.95,159.6,72.3,56.5,2.7,0.05,3.28,0.88,2.04,85.0,SPCG,0
2016-06-01,8.4,11.7,2.6,1.88,53.6,0.35,72.2,53.1,-0.4,53.6,7.4,4.3,3.29,1.75,167.0,69.1,53.8,2.6,0.05,3.29,0.88,2.03,80.1,SPCG,0
2016-09-01,7.5,12.34,6.6,1.92,46.6,1.0,65.3,53.0,0.3,46.6,6.6,4.0,3.3,1.77,159.1,62.0,46.5,2.3,0.05,3.3,0.88,2.02,74.2,SPCG,0
2016-12-01,9.0,10.41,-0.2,1.31,40.1,-0.03,51.3,46.0,1.5,40.1,7.9,4.8,2.92,1.16,104.6,49.9,39.5,2.9,0.07,2.92,0.88,1.6,56.7,SPCG,0
2017-03-01,8.8,9.56,7.8,1.43,59.7,1.0,74.4,44.7,0.0,59.7,7.8,5.6,2.79,1.22,260.1,72.1,59.7,3.1,0.05,2.79,0.89,1.5,82.0,SPCG,0
2017-06-01,7.5,10.77,1.3,1.15,53.8,0.21,69.2,42.8,2.1,53.8,6.5,5.1,2.71,0.95,214.8,66.5,52.7,2.7,0.05,2.71,0.86,1.46,77.0,SPCG,0
2017-09-01,7.0,11.7,6.1,1.15,51.5,1.0,67.5,42.8,2.3,51.5,6.1,5.0,2.7,0.91,226.6,64.2,50.4,2.6,0.05,2.7,0.87,1.44,76.1,SPCG,0
2017-12-01,8.9,8.79,1.0,1.01,36.5,0.12,47.4,35.1,4.4,36.5,7.7,6.4,2.37,0.84,76.1,43.1,34.9,3.5,0.1,2.37,0.87,1.09,49.0,SPCG,0
2018-03-01,7.6,7.73,6.6,1.45,52.8,1.0,62.6,33.7,2.6,52.8,6.6,7.1,2.22,1.18,103.5,61.4,51.4,3.3,0.06,2.22,0.87,0.97,71.2,SPCG,0
2018-06-01,6.6,7.93,1.1,1.26,49.0,0.19,62.2,31.5,2.3,49.0,5.7,6.6,2.17,1.01,162.2,57.5,47.8,3.0,0.06,2.17,0.87,0.96,66.9,SPCG,0
2018-09-01,5.3,9.39,4.6,1.31,49.8,1.0,63.9,31.9,1.8,49.8,4.6,5.8,2.14,1.02,246.6,60.0,48.9,2.4,0.05,2.14,0.88,0.93,72.4,SPCG,0
2018-12-01,6.9,6.32,0.7,1.37,49.8,0.12,61.8,26.2,1.5,49.8,6.1,7.9,1.86,1.08,165.3,56.9,49.0,3.5,0.07,1.86,0.88,0.68,68.7,SPCG,0
2019-03-01,6.3,5.45,5.5,1.75,58.8,1.0,69.0,25.4,0.8,58.8,5.5,9.2,1.81,1.47,215.2,66.0,58.4,3.4,0.06,1.81,0.88,0.63,78.0,SPCG,0
2019-06-01,5.8,4.59,1.3,2.45,59.1,0.25,70.5,26.0,1.4,59.1,5.0,8.7,1.76,2.11,221.3,66.7,58.3,3.2,0.05,1.76,0.87,0.59,78.7,SPCG,0
2019-09-01,5.1,4.22,4.4,2.49,55.4,1.0,67.4,25.8,1.5,55.4,4.4,8.5,1.76,2.15,216.5,62.7,54.6,2.9,0.05,1.76,0.87,0.59,76.0,SPCG,0
2019-12-01,6.3,2.92,0.3,2.3,58.7,0.06,69.5,19.1,1.2,58.7,5.6,11.1,1.59,1.95,181.6,64.4,58.0,3.8,0.06,1.59,0.88,0.42,74.7,SPCG,0
2020-03-01,6.2,2.31,5.4,1.53,58.5,1.0,69.1,17.1,1.5,58.5,5.4,13.5,1.66,1.35,164.8,63.2,57.6,3.8,0.06,1.66,0.88,0.43,75.8,SPCG,0
2020-06-01,5.5,2.71,0.9,1.83,65.5,0.19,73.9,16.6,2.9,65.5,4.7,11.8,1.57,1.59,215.9,71.3,63.6,3.4,0.05,1.57,0.86,0.41,82.2,SPCG,0
2020-09-01,5.5,2.63,4.7,1.94,66.9,1.0,74.6,16.5,3.2,66.9,4.7,12.4,1.56,1.73,207.8,71.9,64.8,3.5,0.05,1.56,0.86,0.4,84.2,SPCG,0
2020-12-01,4.9,2.16,-0.3,1.66,66.3,-0.08,73.4,9.2,3.1,66.3,4.3,209.7,1.43,1.44,206.6,66.7,64.2,3.3,0.05,1.43,0.87,0.28,85.2,SPCG,0
2021-03-01,5.3,1.69,4.5,1.66,69.8,1.0,79.3,9.1,4.5,69.8,4.5,24.6,1.38,1.41,235.7,72.8,66.7,3.7,0.05,1.38,0.86,0.23,86.6,SPCG,0
2021-06-01,4.6,2.08,2.3,1.32,61.7,0.59,68.2,8.5,4.4,61.7,4.0,19.8,1.47,1.16,189.0,65.0,59.0,3.2,0.05,1.47,0.87,0.29,78.5,SPCG,0
2021-09-01,4.0,2.4,3.4,1.34,62.2,1.0,70.1,8.3,6.7,62.2,3.4,16.8,1.47,1.17,217.0,66.1,58.0,2.7,0.04,1.47,0.84,0.29,81.8,SPCG,0
2021-12-01,4.2,1.74,0.1,2.29,62.3,0.03,72.2,11.3,4.6,62.3,3.6,62.6,1.43,2.05,211.7,63.5,59.5,2.9,0.05,1.43,0.88,0.26,85.6,SPCG,0
2022-03-01,4.2,0.89,3.6,2.62,67.7,1.0,74.9,10.6,6.7,67.7,3.6,29.1,1.41,2.39,228.2,70.3,63.1,2.9,0.04,1.41,0.86,0.24,90.7,SPCG,0
2022-06-01,3.6,0.33,1.7,2.15,65.6,0.52,72.9,9.1,7.1,65.6,3.2,25.6,1.41,1.97,225.0,68.4,61.0,2.6,0.04,1.41,0.88,0.23,89.2,SPCG,0
2022-09-01,3.3,0.33,2.8,3.01,58.2,1.0,64.2,9.2,13.5,58.2,2.8,22.8,1.37,2.79,168.8,60.7,50.3,2.4,0.04,1.37,0.83,0.2,75.2,SPCG,0
2022-12-01,4.4,0.33,0.2,3.87,59.2,0.06,64.9,6.6,10.9,59.2,3.7,34.4,1.3,3.63,127.4,61.0,52.8,3.3,0.06,1.3,0.85,0.12,73.2,SPCG,0
2023-03-01,3.9,0.33,3.2,4.56,61.9,1.0,67.8,6.4,11.6,61.9,3.2,55.7,1.29,4.33,148.3,63.0,54.7,3.0,0.05,1.29,0.82,0.12,76.6,SPCG,0
2023-06-01,3.6,0.33,1.3,4.54,55.6,0.43,59.9,6.5,11.4,55.6,2.9,50.2,1.29,4.37,123.0,56.7,49.3,2.8,0.05,1.29,0.83,0.12,69.9,SPCG,0
2023-09-01,1.9,0.33,1.6,4.78,45.9,1.0,54.5,6.5,11.3,45.9,1.6,27.6,1.29,4.58,160.8,47.6,40.7,1.5,0.03,1.29,0.82,0.12,68.3,SPCG,0
2023-12-01,2.5,0.33,-1.6,2.74,49.3,-0.76,55.9,0.1,11.9,49.3,2.1,37.9,1.25,2.64,120.1,50.7,43.5,1.9,0.04,1.25,0.83,0.08,67.8,SPCG,0
2024-03-01,2.1,0.33,1.7,2.96,55.3,1.0,61.8,0.1,11.8,55.3,1.7,58.0,1.25,2.84,163.3,56.2,48.7,1.7,0.03,1.25,0.81,0.08,77.8,SPCG,0
2016-03-01,4.9,24.77,5.2,0.96,57.0,1.0,80.8,60.1,0.0,57.0,5.2,4.4,3.78,1.14,67.3,73.9,57.0,1.3,0.04,3.78,1.0,2.71,73.9,SSP,0
2016-06-01,4.9,24.77,5.2,0.96,64.4,1.0,81.1,60.1,0.0,64.4,5.2,4.9,3.78,1.14,67.3,81.0,64.4,1.3,0.04,3.78,1.0,2.71,81.0,SSP,0
2016-09-01,4.9,24.77,5.2,0.96,54.6,1.0,80.3,60.1,1.8,54.6,5.2,4.1,3.78,1.14,67.3,72.0,53.6,1.3,0.04,3.78,0.98,2.71,85.9,SSP,0
2016-12-01,4.9,24.77,5.2,1.42,28.5,1.0,79.9,66.2,-3.6,28.5,5.2,2.7,4.0,1.14,67.3,45.0,29.6,1.3,0.04,4.0,1.05,2.91,59.3,SSP,0
2017-03-01,4.9,24.77,5.2,1.42,46.6,1.0,81.0,66.2,0.0,46.6,5.2,3.7,4.0,1.14,67.3,64.1,46.6,1.3,0.04,4.0,1.01,2.91,64.1,SSP,0
2017-06-01,4.9,24.77,5.2,1.89,47.7,1.0,81.8,66.7,0.0,47.7,5.2,3.8,3.9,1.14,67.3,64.8,47.7,1.3,0.04,3.9,1.01,2.82,64.8,SSP,0
2017-09-01,2.6,23.81,2.3,3.15,28.1,1.0,80.7,50.0,13.1,28.1,2.3,2.4,2.37,1.14,67.4,48.2,24.4,0.9,0.03,2.37,0.88,1.32,62.0,SSP,0
2017-12-01,2.1,23.45,-3.5,2.3,34.1,-1.6,79.5,50.8,0.2,34.1,2.2,3.6,2.5,1.14,68.2,45.0,34.0,0.9,0.03,2.5,1.04,1.38,59.6,SSP,0
2018-03-01,3.2,18.37,3.2,1.48,47.9,1.0,76.3,50.4,0.0,47.9,3.2,5.0,2.6,1.14,69.3,59.4,47.8,1.2,0.03,2.6,1.0,1.38,76.3,SSP,0
2018-06-01,4.5,15.5,4.5,2.02,51.9,1.0,72.8,55.6,0.0,51.9,4.5,5.3,2.87,1.14,64.0,63.0,51.9,1.7,0.03,2.87,0.99,1.73,81.2,SSP,0
2018-09-01,3.4,22.23,3.4,2.31,40.1,1.0,69.8,60.3,0.3,40.1,3.4,3.8,3.23,1.14,110.4,53.8,40.0,1.1,0.03,3.23,1.01,2.0,73.5,SSP,0
2018-12-01,2.9,27.61,-2.7,1.76,32.4,-0.92,62.2,61.1,1.3,32.4,3.0,3.2,3.37,1.14,101.0,45.3,31.9,0.9,0.03,3.37,1.01,2.09,65.6,SSP,0
2019-03-01,3.4,27.23,3.5,1.13,39.2,1.0,66.7,60.5,0.0,39.2,3.5,3.6,3.38,1.14,80.6,53.6,39.2,1.0,0.03,3.38,1.01,2.02,73.4,SSP,0
2019-06-01,4.9,23.5,4.5,1.16,44.1,1.0,74.5,62.9,5.4,44.1,4.5,4.5,3.58,1.14,79.6,55.3,41.7,1.4,0.03,3.58,0.91,2.29,72.6,SSP,0
2019-09-01,4.3,24.77,4.0,1.2,38.8,1.0,66.6,59.4,1.3,38.8,4.0,3.9,3.5,1.14,90.4,51.7,38.3,1.2,0.03,3.5,0.93,2.26,75.4,SSP,0
2019-12-01,3.1,29.67,0.4,1.16,31.8,0.13,62.4,60.3,0.7,31.8,3.1,3.1,3.45,1.14,94.9,45.2,31.6,0.9,0.03,3.45,1.01,2.31,70.4,SSP,0
2020-03-01,5.6,21.26,5.6,1.4,55.1,1.0,65.0,62.7,1.5,55.1,5.6,4.5,3.75,1.14,87.1,70.5,54.3,1.5,0.03,3.75,1.0,2.58,102.2,SSP,0
2020-06-01,5.2,23.16,3.7,1.14,32.4,1.0,60.3,61.4,2.2,32.4,4.6,3.5,3.71,1.14,62.6,45.5,31.7,1.4,0.04,3.71,0.89,2.47,60.8,SSP,0
2020-09-01,6.1,19.21,5.4,0.89,41.7,1.0,58.8,59.5,3.4,41.7,5.7,3.9,3.78,0.89,67.3,54.8,40.3,1.6,0.04,3.78,0.93,2.53,80.1,SSP,0
2020-12-01,3.6,29.08,0.9,1.35,31.9,0.28,53.6,61.6,3.6,31.9,3.4,2.5,3.79,1.35,99.9,48.7,30.7,1.0,0.03,3.79,0.93,2.62,69.5,SSP,0
2021-03-01,4.8,23.29,4.1,1.39,38.6,1.0,57.7,61.3,5.3,38.6,4.4,3.5,3.67,1.39,108.3,54.0,36.5,1.3,0.03,3.67,0.92,2.51,78.6,SSP,0
2021-06-01,6.1,20.05,5.2,0.86,45.2,1.0,61.1,54.9,5.9,45.2,5.5,4.9,3.86,0.86,83.5,56.7,42.6,1.6,0.04,3.86,0.9,2.3,79.1,SSP,0
2021-09-01,6.4,19.79,5.8,0.41,46.9,1.0,59.2,57.3,6.4,46.9,5.8,3.6,4.34,0.41,74.4,60.1,43.9,1.6,0.03,4.34,0.9,2.52,79.8,SSP,0
2021-12-01,3.2,21.4,0.4,0.79,24.1,0.15,52.6,55.3,9.6,24.1,2.7,2.9,4.09,0.79,93.8,38.5,21.7,0.8,0.03,4.09,0.85,2.42,71.7,SSP,0
2022-03-01,4.6,15.96,4.1,0.97,34.0,1.0,58.9,55.0,1.7,34.0,4.1,3.3,3.8,0.97,102.6,48.0,33.4,1.2,0.03,3.8,0.88,2.17,76.0,SSP,0
2022-06-01,9.0,8.85,5.4,1.13,55.7,0.61,70.6,53.0,-0.4,55.7,8.9,6.1,3.05,1.13,69.2,64.6,55.9,2.7,0.05,3.05,0.98,1.53,85.2,SSP,0
2022-09-01,3.8,13.77,3.4,3.27,39.6,1.0,56.1,57.2,6.3,39.6,3.4,3.5,2.96,3.26,91.0,56.0,37.2,1.3,0.03,2.96,0.9,1.83,86.5,SSP,0
2022-12-01,1.7,20.87,0.7,3.64,18.8,0.42,53.0,56.1,14.5,18.8,1.7,1.3,2.74,3.62,95.5,36.4,16.1,0.6,0.03,2.74,0.98,1.63,65.2,SSP,0
2023-03-01,3.4,16.0,3.0,2.61,35.2,1.0,59.0,52.6,7.0,35.2,3.0,2.3,2.68,2.59,96.0,48.2,32.8,1.3,0.04,2.68,0.89,1.57,76.5,SSP,0
2023-06-01,3.2,14.81,2.9,2.81,34.0,1.0,58.6,53.0,12.2,34.0,2.9,2.5,2.72,2.8,97.1,51.9,29.9,1.2,0.04,2.72,0.88,1.62,80.1,SSP,0
2023-09-01,3.0,14.47,2.7,2.85,30.3,1.0,56.8,52.2,8.7,30.3,2.7,2.4,2.66,2.83,86.6,49.9,27.6,1.1,0.04,2.66,0.89,1.56,75.4,SSP,0
2023-12-01,1.8,18.85,0.8,2.53,19.5,0.5,51.3,51.3,12.3,19.5,1.5,1.5,2.62,2.52,96.1,33.3,17.1,0.7,0.04,2.62,0.85,1.52,61.6,SSP,0
2024-03-01,3.1,18.8,2.6,1.35,29.5,1.0,56.7,54.0,6.9,29.5,2.6,2.3,3.35,1.35,110.1,45.9,27.5,1.0,0.04,3.35,0.84,2.17,72.4,SSP,0
2024-06-01,1.7,23.09,1.6,0.95,15.5,1.0,49.9,53.2,18.0,15.5,1.6,1.6,3.36,0.94,99.0,41.0,12.7,0.5,0.03,3.36,0.97,2.19,73.5,SSP,0
2004-03-01,13.5,10.78,13.5,0.79,30.7,1.0,49.8,58.0,0.0,30.7,13.5,0.0,3.31,0.67,86.4,30.8,30.7,4.0,0.11,3.31,1.0,1.99,37.1,SUPER,0
2004-06-01,13.5,10.78,13.5,0.79,37.2,1.0,55.0,58.0,0.0,37.2,13.5,0.0,3.31,0.67,86.4,37.2,37.2,4.0,0.11,3.31,9.33,1.99,43.8,SUPER,0
2004-09-01,13.5,10.78,13.5,0.79,24.8,1.0,52.9,58.0,0.0,24.8,13.5,0.0,3.31,0.67,86.4,25.6,24.8,4.0,0.11,3.31,30.62,1.99,32.7,SUPER,0
2004-12-01,13.5,10.78,13.5,0.79,5.9,1.0,40.3,58.0,0.0,5.9,13.5,0.0,3.31,0.67,86.4,10.9,5.9,4.0,0.11,3.31,1.0,1.99,19.6,SUPER,0
2005-03-01,13.5,10.78,13.5,1.12,36.3,1.0,58.7,56.5,0.0,36.3,13.5,0.0,3.36,1.0,86.4,40.0,36.3,4.0,0.11,3.36,1.0,1.98,47.1,SUPER,0
2005-06-01,5.9,10.39,5.9,3.63,33.2,1.0,50.7,36.2,0.0,33.2,5.9,0.0,1.76,3.39,148.9,36.9,33.2,2.7,0.08,1.76,1.0,0.7,44.5,SUPER,0
