Period End Date,Pretax ROE,(Total Debt - Cash) / EBITDA,Reinvestment Rate,Current Ratio,Pretax Margin,x Earnings Retention,Gross Margin,% LT Debt to Total Capital,Effective Tax Rate,x Pretax Margin,ROE,Times Interest Earned,x Leverage (Assets/Equity),Quick Ratio,Cash Cycle (Days),Operating Margin,Net Margin,Pretax ROA,Asset Turnover,Assets/Equity,x Tax Complement,Debt/Equity,EBITDA Margin,Company name,Fraud
2016-09-01,3.2,5.22,0.6,5.54,45.7,0.17,72.5,35.9,-0.5,45.7,3.2,0.0,1.8,0.0,106.6,57.4,45.9,1.7,0.04,1.8,1.0,0.72,77.6,BCPG,0
2016-12-01,2.2,2.34,0.2,3.63,41.2,0.09,67.9,37.8,-4.8,41.2,2.4,0.0,1.89,0.0,109.0,80.0,43.2,1.2,0.03,1.89,1.05,0.75,72.4,BCPG,0
2017-03-01,3.3,3.05,1.1,4.39,56.7,0.34,72.3,37.3,-0.3,56.7,3.3,0.0,1.83,0.0,95.9,57.7,56.9,1.8,0.03,1.83,1.0,0.72,78.2,BCPG,0
2017-06-01,3.3,3.92,1.2,6.4,51.8,0.35,72.2,37.2,-0.4,51.8,3.3,0.0,1.75,0.0,80.0,51.2,52.0,1.9,0.04,1.75,1.0,0.7,71.4,BCPG,0
2017-09-01,1.4,15.1,-0.7,2.03,22.7,-0.52,71.3,51.3,-0.9,22.7,1.4,0.0,2.31,0.0,83.3,50.2,23.0,0.7,0.03,2.31,1.01,1.26,71.3,BCPG,0
2017-12-01,4.8,28.49,2.4,1.63,86.1,0.52,67.4,50.1,1.6,86.1,4.7,0.0,2.26,0.0,87.4,44.8,84.7,2.1,0.02,2.26,0.98,1.21,67.8,BCPG,0
2018-03-01,2.7,25.05,0.4,1.84,47.7,0.16,70.1,49.2,0.1,47.7,2.6,0.0,2.21,0.0,78.7,51.9,47.7,1.2,0.02,2.21,1.0,1.16,73.9,BCPG,0
2018-06-01,2.9,22.88,0.7,1.7,47.8,0.24,71.7,51.5,-0.4,47.8,2.9,0.0,2.33,0.0,80.8,56.3,47.9,1.3,0.03,2.33,1.0,1.27,76.7,BCPG,0
2018-09-01,8.8,22.97,5.6,1.91,155.6,0.72,69.3,46.4,11.8,155.6,7.7,0.0,2.1,0.0,87.6,53.4,137.3,4.0,0.03,2.1,0.88,1.03,75.4,BCPG,0
2018-12-01,1.7,22.93,-0.1,1.62,32.5,-0.03,72.1,45.7,-17.0,32.5,2.0,0.0,2.08,0.0,83.1,50.2,38.0,0.8,0.03,2.08,1.17,1.03,69.3,BCPG,0
2019-03-01,3.2,21.89,1.1,1.37,60.6,0.35,74.4,44.7,-0.4,60.6,3.2,0.0,2.04,0.0,88.7,56.5,60.9,1.5,0.03,2.04,1.0,0.98,75.4,BCPG,0
2019-06-01,3.0,21.28,0.9,1.36,54.4,0.31,73.6,45.3,-0.6,54.4,3.0,0.0,2.05,0.0,97.3,58.0,54.7,1.5,0.03,2.05,1.01,1.01,76.9,BCPG,0
2019-09-01,2.6,27.0,0.5,0.64,50.5,0.2,71.4,45.4,-0.5,50.5,2.6,0.0,2.48,0.0,110.9,52.9,50.8,1.1,0.02,2.48,1.0,1.29,73.9,BCPG,0
2019-12-01,2.9,24.29,0.8,0.49,45.1,0.28,69.0,45.2,-0.5,45.1,2.9,0.0,2.4,0.0,90.2,53.4,45.3,1.2,0.03,2.4,1.01,1.28,75.0,BCPG,0
2020-03-01,4.3,31.35,3.7,0.48,75.2,1.0,65.2,49.8,14.0,75.2,3.7,0.0,2.79,0.0,102.0,86.4,64.7,1.7,0.02,2.79,0.86,1.69,75.9,BCPG,0
2020-06-01,1.9,30.78,0.2,0.81,29.3,0.1,63.1,51.3,-24.7,29.3,2.4,0.0,2.88,0.0,87.9,41.6,36.6,0.7,0.02,2.88,1.25,1.8,78.3,BCPG,0
2020-09-01,4.5,23.18,4.4,1.12,55.3,1.0,69.8,55.8,1.6,55.3,4.4,0.0,2.95,0.0,75.3,65.6,54.4,1.5,0.03,2.95,0.98,1.85,83.5,BCPG,0
2020-12-01,1.6,23.12,-0.7,3.09,27.2,-0.45,65.2,47.6,-0.3,27.2,1.6,0.0,2.28,0.0,100.2,46.3,27.3,0.6,0.02,2.28,1.01,1.2,77.8,BCPG,0
2021-03-01,2.3,19.39,2.3,4.8,50.1,1.0,62.4,48.5,0.3,50.1,2.3,0.0,2.18,0.0,121.2,54.5,50.0,1.0,0.02,2.18,1.0,1.12,78.2,BCPG,0
2021-06-01,2.5,19.54,0.5,3.67,54.1,0.23,63.6,46.9,4.1,54.1,2.4,0.0,2.15,0.0,135.0,57.9,51.9,1.1,0.02,2.15,0.96,1.09,76.9,BCPG,0
2021-09-01,3.1,17.88,2.8,3.85,58.6,1.0,69.7,48.1,10.4,58.6,2.8,0.0,2.19,0.0,170.2,70.7,52.6,1.4,0.02,2.19,0.9,1.13,78.3,BCPG,0
2021-12-01,0.7,21.44,-1.0,2.98,16.0,-1.07,65.6,45.8,-20.6,16.0,0.9,0.0,2.16,0.0,211.1,23.5,19.3,0.3,0.02,2.16,1.21,1.09,71.7,BCPG,0
2022-03-01,6.3,12.11,4.9,5.51,152.2,1.0,63.7,44.2,22.6,152.2,4.9,0.0,2.1,0.0,199.7,190.5,117.7,3.0,0.02,2.1,0.77,1.01,76.8,BCPG,0
2022-06-01,1.3,3.14,-0.9,5.38,25.9,-0.75,65.0,41.8,11.2,25.9,1.1,0.0,1.99,0.0,164.6,43.1,23.0,0.6,0.02,1.99,0.89,0.9,76.2,BCPG,0
2022-09-01,2.5,3.59,2.2,6.13,47.0,1.0,66.2,41.8,11.6,47.0,2.2,0.0,1.94,0.0,149.9,64.4,41.5,1.3,0.03,1.94,0.88,0.86,77.6,BCPG,0
2022-12-01,1.2,5.36,-0.6,6.61,27.5,-0.57,57.9,41.6,14.8,27.5,1.0,0.0,1.92,0.0,175.0,42.3,23.4,0.6,0.02,1.92,0.85,0.86,73.0,BCPG,0
2023-03-01,2.1,9.13,1.7,6.11,57.6,1.0,50.9,42.5,15.7,57.6,1.7,0.0,1.94,0.0,200.7,75.2,48.5,1.1,0.02,1.94,0.84,0.88,72.7,BCPG,0
2023-06-01,0.9,17.17,-0.3,5.55,24.9,-0.45,48.1,50.3,25.7,24.9,0.7,0.0,2.25,0.0,184.7,50.4,18.5,0.4,0.02,2.25,0.74,1.18,71.7,BCPG,0
2023-09-01,2.3,18.2,1.9,2.09,44.5,1.0,55.0,47.6,18.8,44.5,1.9,0.0,2.31,0.0,146.2,53.7,36.1,1.0,0.02,2.31,0.81,1.21,78.9,BCPG,0
2023-12-01,-0.4,30.03,-2.1,1.04,-10.2,1.0,41.7,44.4,18.8,-10.2,-0.6,0.0,2.51,0.0,177.1,16.7,-13.2,-0.2,0.02,2.51,0.81,1.39,73.7,BCPG,0
2024-03-01,1.8,35.59,1.4,1.0,46.7,1.0,42.0,43.4,21.0,46.7,1.4,0.0,2.41,0.0,183.1,44.5,36.9,0.7,0.02,2.41,0.79,1.32,74.9,BCPG,0
2012-03-01,2.7,32.69,1.0,0.54,-50.5,1.0,49.1,43.1,0.0,-50.5,1.0,0.0,4.9,1.85,43.4,24.8,-49.8,0.6,0.02,4.9,1.0,2.45,62.0,CKP,0
2012-06-01,2.7,32.69,1.0,0.54,-50.5,1.0,49.1,43.1,0.0,-50.5,1.0,0.5,4.9,1.85,43.4,24.8,-49.8,0.6,0.02,4.9,1.0,2.45,62.0,CKP,0
2012-09-01,2.7,32.69,1.0,0.54,23.7,1.0,58.2,43.1,0.5,23.7,1.0,1.2,4.9,1.85,43.4,40.2,23.3,0.6,0.02,4.9,0.41,2.45,68.4,CKP,0
2012-12-01,2.7,32.69,1.0,0.54,8.7,1.0,55.8,43.1,0.3,8.7,1.0,1.2,4.9,1.85,43.4,36.3,8.6,0.6,0.02,4.9,0.37,2.45,63.5,CKP,0
2013-03-01,2.7,32.69,1.0,0.4,25.2,1.0,58.6,41.5,0.3,25.2,1.0,1.2,4.8,1.85,43.4,37.9,24.8,0.6,0.02,4.8,0.37,2.35,65.2,CKP,0
2013-06-01,-1.6,32.92,-0.8,0.44,-14.5,1.0,60.6,44.4,0.3,-14.5,-0.8,1.3,5.42,1.85,34.7,40.3,-14.4,-0.3,0.02,5.42,0.37,2.76,67.6,CKP,0
2013-09-01,4.3,20.84,1.7,1.13,22.7,1.0,50.7,44.5,0.2,22.7,1.7,2.2,4.34,1.85,32.2,39.5,22.6,0.9,0.04,4.34,0.4,2.03,56.5,CKP,0
2013-12-01,0.4,33.77,0.2,1.4,3.1,1.0,36.6,45.2,-0.9,3.1,0.2,1.0,4.36,1.85,33.5,20.5,3.1,0.1,0.03,4.36,0.42,2.09,42.0,CKP,0
2014-03-01,1.9,25.41,1.0,1.39,12.8,1.0,43.4,43.9,0.0,12.8,1.0,1.7,4.24,1.85,16.6,31.2,12.7,0.4,0.03,4.24,0.55,2.0,49.6,CKP,0
2014-06-01,0.2,33.56,0.3,1.74,1.8,1.0,34.4,44.1,0.0,1.8,0.3,1.0,4.22,1.85,40.2,20.4,1.8,0.1,0.03,4.22,1.3,1.99,41.9,CKP,0
2014-09-01,1.6,26.09,0.8,1.56,10.7,1.0,40.6,43.0,0.0,10.7,0.8,1.6,4.13,1.85,35.5,27.4,10.6,0.4,0.03,4.13,0.54,1.9,46.9,CKP,0
2014-12-01,3.7,19.66,0.9,1.87,22.8,0.49,44.1,42.8,0.1,22.8,1.8,2.4,4.09,1.85,36.7,36.0,22.6,0.9,0.04,4.09,0.48,1.87,53.0,CKP,0
2015-03-01,1.1,26.66,0.7,1.75,8.3,1.0,38.1,41.9,0.0,8.3,0.7,1.5,4.03,1.73,48.0,25.7,8.3,0.3,0.03,4.03,0.61,1.8,45.7,CKP,0
2015-06-01,1.7,23.56,0.9,2.39,15.4,1.0,41.3,37.9,0.0,15.4,0.9,1.7,3.1,2.37,36.4,28.9,15.3,0.5,0.03,3.1,0.52,1.26,48.9,CKP,0
2015-09-01,0.3,29.06,0.2,2.04,3.4,1.0,33.2,37.7,0.3,3.4,0.2,1.1,3.09,2.01,38.1,20.1,3.4,0.1,0.03,3.09,0.71,1.25,42.5,CKP,0
2015-12-01,2.0,19.58,0.0,2.15,17.9,-0.02,41.7,37.5,0.0,17.9,0.9,2.3,3.07,2.13,23.2,31.4,17.7,0.6,0.04,3.07,0.47,1.23,48.6,CKP,0
2016-03-01,0.5,24.98,0.3,1.96,5.4,1.0,39.5,36.6,0.1,5.4,0.3,1.5,3.04,1.94,20.6,25.7,5.3,0.2,0.03,3.04,0.58,1.19,47.0,CKP,0
2016-06-01,0.8,25.59,0.4,3.26,9.4,1.0,39.6,42.1,4.6,9.4,0.4,1.6,3.37,3.24,21.9,26.0,8.9,0.3,0.03,3.37,0.43,1.51,47.5,CKP,0
2016-09-01,1.9,19.56,0.7,3.08,18.9,1.0,49.2,45.6,0.6,18.9,0.7,2.3,3.41,3.06,33.6,37.4,18.6,0.6,0.03,3.41,0.36,1.55,55.9,CKP,0
2016-12-01,-2.0,81.11,-3.5,5.15,-25.4,1.0,36.7,46.3,0.6,-25.4,-1.0,-0.2,3.34,5.12,44.3,-5.6,-25.5,-0.6,0.02,3.34,0.36,1.58,18.0,CKP,0
2017-03-01,-0.5,35.3,-0.2,3.84,-6.2,1.0,37.9,46.2,0.6,-6.2,-0.2,0.9,3.35,3.82,32.0,21.7,-6.2,-0.1,0.02,3.35,0.36,1.58,45.9,CKP,0
2017-06-01,-0.1,37.02,0.1,2.31,-1.7,1.0,33.9,46.9,0.6,-1.7,0.1,0.9,3.46,2.29,43.3,21.2,-1.7,0.0,0.02,3.46,0.36,1.63,45.7,CKP,0
2017-09-01,2.1,20.93,0.9,2.27,16.5,1.0,41.8,45.9,3.4,16.5,0.9,2.2,3.46,2.25,26.2,32.8,15.8,0.6,0.04,3.46,0.44,1.62,49.6,CKP,0
2017-12-01,0.3,27.26,-0.8,2.36,3.1,-5.17,31.5,45.5,4.3,3.1,0.2,1.2,3.41,2.34,29.1,19.0,2.9,0.1,0.03,3.41,0.47,1.6,46.3,CKP,0
2018-03-01,0.0,29.28,0.1,2.21,-0.5,1.0,28.9,44.8,4.3,-0.5,0.1,1.1,3.35,2.19,31.0,16.9,-0.5,0.0,0.03,3.35,0.47,1.56,44.8,CKP,0
2018-06-01,0.8,34.06,0.4,2.22,7.3,1.0,29.0,47.2,3.3,7.3,0.4,1.2,3.52,2.2,30.0,17.1,6.9,0.2,0.03,3.52,0.47,1.71,37.5,CKP,0
2018-09-01,5.4,13.77,2.2,2.41,33.2,1.0,50.7,46.2,3.1,33.2,2.2,4.6,3.44,2.39,22.2,42.9,31.9,1.6,0.05,3.44,0.41,1.64,64.0,CKP,0
2018-12-01,1.6,24.36,-0.5,2.52,13.1,-0.7,34.9,46.0,3.4,13.1,0.7,2.0,3.41,2.5,45.8,23.3,12.5,0.5,0.04,3.41,0.41,1.62,45.7,CKP,0
2019-03-01,1.6,20.88,0.8,2.34,12.7,1.0,35.1,44.8,3.0,12.7,0.8,1.8,3.33,2.32,31.8,27.8,12.2,0.5,0.04,3.33,0.46,1.55,49.8,CKP,0
2019-06-01,1.1,26.21,0.4,2.98,10.1,1.0,27.0,42.2,2.9,10.1,0.4,1.4,2.93,2.96,39.9,22.3,9.6,0.3,0.03,2.93,0.39,1.32,40.0,CKP,0
2019-09-01,0.1,33.2,0.1,3.2,1.0,1.0,18.1,41.6,-22.5,1.0,0.1,0.6,2.78,3.17,48.6,15.7,1.2,0.0,0.03,2.78,1.92,1.2,35.1,CKP,0
2019-12-01,2.4,37.13,1.3,1.95,29.3,0.6,22.6,39.5,0.2,29.3,2.2,0.9,2.73,1.93,43.8,19.4,28.6,0.9,0.03,2.73,0.91,1.17,30.5,CKP,0
2020-03-01,-1.8,41.14,-1.5,2.01,-26.0,0.6,14.1,40.8,0.2,-26.0,-1.5,0.1,2.82,1.99,53.7,10.3,-24.9,-0.6,0.03,2.82,0.91,1.24,33.7,CKP,0
2020-06-01,-0.7,40.46,-0.4,0.9,-10.1,0.6,14.4,34.1,0.2,-10.1,-0.4,0.2,2.78,0.89,51.8,9.5,-9.5,-0.3,0.03,2.78,0.91,1.22,33.0,CKP,0
2020-09-01,4.2,24.92,3.6,1.06,48.5,1.0,29.6,34.3,0.6,48.5,3.6,1.6,2.75,1.05,44.7,25.9,47.2,1.5,0.03,2.75,0.87,1.21,45.3,CKP,0
2020-12-01,-0.8,24.92,-1.2,1.68,-14.8,-35.49,0.7,38.4,0.6,-14.8,0.0,-0.8,2.82,1.67,72.7,-6.1,-13.6,-0.3,0.02,2.82,0.87,1.3,-4.7,CKP,0
2021-03-01,1.0,24.78,0.5,1.34,12.7,1.0,30.5,38.1,3.3,12.7,0.5,1.6,2.82,1.33,43.7,27.1,11.8,0.4,0.03,2.82,0.47,1.29,46.7,CKP,0
2021-06-01,3.8,24.06,3.0,2.1,42.5,1.0,32.9,42.6,1.8,42.5,3.0,1.9,2.87,2.08,51.2,29.0,40.4,1.3,0.03,2.87,0.79,1.34,47.2,CKP,0
2021-09-01,6.1,22.51,5.1,2.36,63.7,1.0,32.9,42.5,1.8,63.7,5.1,2.2,2.81,2.34,54.3,30.4,60.7,2.2,0.03,2.81,0.83,1.28,46.8,CKP,0
2021-12-01,0.8,31.14,-2.1,2.86,9.0,-4.31,21.5,43.5,5.8,9.0,0.5,1.0,2.78,2.84,61.3,20.5,8.2,0.3,0.03,2.78,0.63,1.26,35.3,CKP,0
2022-03-01,0.3,33.53,0.2,2.49,3.1,1.0,16.3,42.6,12.6,3.1,0.2,0.8,2.75,2.47,53.9,14.1,2.6,0.1,0.03,2.75,0.54,1.23,29.7,CKP,0
2022-06-01,3.9,29.01,3.5,2.43,39.9,1.0,20.8,42.5,1.8,39.9,3.5,1.2,2.75,2.42,56.8,18.6,38.0,1.4,0.04,2.75,0.88,1.24,33.1,CKP,0
2022-09-01,6.9,21.43,5.8,2.46,53.1,1.0,23.5,41.3,1.3,53.1,5.8,2.3,2.72,2.45,52.9,22.5,51.1,2.5,0.05,2.72,0.84,1.2,33.3,CKP,0
2022-12-01,0.4,32.71,-2.4,2.19,4.0,-8.63,14.4,39.6,-2.8,4.0,0.3,0.6,2.64,2.18,74.0,10.4,3.9,0.1,0.04,2.64,0.72,1.15,27.4,CKP,0
2023-03-01,-0.2,32.4,-0.4,2.48,-2.6,-8.63,15.6,40.1,-2.8,-2.6,-0.4,0.9,2.59,2.46,69.1,14.1,-3.1,-0.1,0.04,2.59,0.72,1.12,28.6,CKP,0
2023-06-01,0.1,32.43,0.0,1.71,1.0,1.0,14.6,38.3,51.0,1.0,0.0,0.9,2.64,1.69,70.6,16.3,0.5,0.0,0.03,2.64,0.08,1.16,30.9,CKP,0
2023-09-01,4.7,22.7,4.0,1.91,51.0,1.0,26.7,38.0,2.6,51.0,4.0,1.9,2.6,1.89,64.2,26.9,47.7,1.8,0.04,2.6,0.84,1.11,41.1,CKP,0
2023-12-01,3.2,18.54,-0.6,1.68,30.2,-0.27,31.7,35.2,3.7,30.2,2.0,2.6,2.52,1.67,51.9,28.1,28.2,1.2,0.04,2.52,0.64,1.04,41.2,CKP,0
2024-03-01,-1.3,26.16,-1.7,1.38,-16.1,-0.27,19.7,33.9,3.7,-16.1,-1.7,1.2,2.58,1.37,64.5,20.0,-16.0,-0.5,0.03,2.58,0.64,1.08,34.9,CKP,0
2016-03-01,14.3,0.0,11.4,2.06,-7.4,1.0,26.2,0.5,14.1,-7.4,11.4,-12.9,1.68,1.46,101.9,-5.4,-7.3,8.1,0.41,1.68,0.86,0.06,-5.4,CPT,0
2016-06-01,14.3,0.0,11.4,2.06,9.8,1.0,25.2,0.5,14.1,9.8,11.4,199.9,1.68,1.46,101.9,10.1,8.4,8.1,0.41,1.68,0.86,0.06,10.1,CPT,0
2016-09-01,14.3,0.0,11.4,2.06,11.3,1.0,21.7,0.5,21.1,11.3,11.4,148.7,1.68,1.46,101.9,11.8,8.9,8.1,0.41,1.68,0.79,0.06,13.0,CPT,0
2016-12-01,14.3,0.0,11.4,2.06,19.7,1.0,26.5,0.5,20.4,19.7,11.4,182.8,1.68,1.46,101.9,19.2,15.7,8.1,0.41,1.68,0.8,0.06,20.2,CPT,0
2017-03-01,14.3,0.0,11.4,2.06,11.9,1.0,25.3,0.5,20.0,11.9,11.4,47.8,1.68,1.46,101.9,12.7,9.5,8.1,0.41,1.68,0.8,0.06,14.3,CPT,0
2017-06-01,14.3,0.0,11.4,2.06,4.8,1.0,25.6,0.5,22.3,4.8,11.4,25.7,1.68,1.46,101.9,6.0,3.8,8.1,0.41,1.68,0.78,0.06,8.7,CPT,0
2017-09-01,14.3,0.0,11.4,1.86,19.6,1.0,30.4,0.4,20.2,19.6,11.4,233.1,1.84,1.39,101.9,20.0,15.7,8.1,0.41,1.84,0.8,0.07,21.2,CPT,0
2017-12-01,8.1,0.0,-8.8,3.13,13.8,-1.29,23.2,0.2,15.8,13.8,6.9,100.9,1.4,2.81,72.9,14.0,11.7,5.3,0.38,1.4,0.84,0.03,14.9,CPT,0
2018-03-01,0.1,0.0,0.1,4.23,0.8,1.0,20.5,0.1,26.3,0.8,0.1,-1.0,1.27,3.84,162.3,-0.2,0.6,0.1,0.13,1.27,0.74,0.02,2.3,CPT,0
2018-06-01,1.8,0.0,1.4,3.44,8.6,1.0,25.4,0.3,21.4,8.6,1.4,73.7,1.32,3.0,126.5,6.8,6.8,1.4,0.16,1.32,0.79,0.02,8.7,CPT,0
2018-09-01,0.2,0.0,0.1,3.2,0.7,1.0,17.5,0.2,34.2,0.7,0.1,-1.3,1.34,2.76,118.6,-0.2,0.5,0.1,0.17,1.34,0.74,0.04,1.2,CPT,0
2018-12-01,-0.2,0.0,-1.3,3.17,-0.5,1.0,17.4,0.2,34.2,-0.5,-0.2,-8.3,1.33,2.85,77.7,-1.4,-0.6,-0.1,0.26,1.33,0.74,0.03,-0.6,CPT,0
2019-03-01,0.5,0.0,0.4,3.95,4.6,1.0,33.8,0.2,25.6,4.6,0.4,10.8,1.24,3.46,381.2,3.6,3.4,0.4,0.09,1.24,0.75,0.02,6.7,CPT,0
2019-06-01,-1.7,0.0,-1.5,4.69,-13.4,1.0,14.2,0.3,25.6,-13.4,-1.5,-126.4,1.2,3.96,254.6,-13.9,-12.0,-1.4,0.1,1.2,0.75,0.01,-11.1,CPT,0
2019-09-01,0.5,0.0,0.5,4.18,2.8,1.0,21.7,0.5,2.1,2.8,0.5,31.9,1.22,3.65,177.7,2.0,2.8,0.4,0.15,1.22,0.98,0.01,4.9,CPT,0
2019-12-01,-0.6,0.0,-0.4,4.13,-3.7,1.0,12.1,0.9,2.1,-3.7,-0.4,-55.0,1.23,3.62,205.5,-8.4,-2.5,-0.5,0.13,1.23,0.98,0.04,-5.7,CPT,0
2020-03-01,-1.5,0.0,-1.4,3.15,-12.0,1.0,10.8,0.9,2.1,-12.0,-1.4,-35.4,1.28,2.72,261.0,-11.6,-11.3,-1.2,0.1,1.28,0.98,0.04,-9.0,CPT,0
2020-06-01,0.3,0.0,0.2,2.95,1.3,1.0,10.9,0.8,20.5,1.3,0.2,13.9,1.33,2.27,183.0,1.5,1.0,0.2,0.18,1.33,0.8,0.02,4.8,CPT,0
2020-09-01,1.3,0.0,1.2,3.21,4.1,1.0,12.5,0.8,4.8,4.1,1.2,47.1,1.31,2.5,180.9,3.8,3.9,1.0,0.24,1.31,0.95,0.02,5.8,CPT,0
2020-12-01,0.7,0.0,-1.3,3.6,2.3,-2.53,11.8,0.7,23.1,2.3,0.5,25.9,1.27,3.22,206.6,2.3,1.8,0.5,0.22,1.27,0.77,0.02,4.4,CPT,0
2021-03-01,-1.7,0.0,-1.7,3.42,-10.0,-2.53,1.9,0.8,23.1,-10.0,-1.7,-84.3,1.28,2.98,318.9,-9.9,-9.7,-1.3,0.13,1.28,0.77,0.01,-6.3,CPT,0
2021-06-01,-1.4,0.0,-0.7,3.42,-7.2,-2.53,1.6,0.7,23.1,-7.2,-0.7,-84.6,1.28,3.01,261.4,-7.1,-3.9,-1.1,0.15,1.28,0.77,0.01,-3.9,CPT,0
2021-09-01,-4.6,0.0,-3.7,2.51,-26.5,-2.53,-13.5,0.7,23.1,-26.5,-3.7,-288.9,1.37,2.01,278.8,-26.4,-21.2,-3.5,0.13,1.37,0.77,0.01,-22.8,CPT,0
2021-12-01,-3.7,0.0,-3.0,2.01,-13.2,-2.53,-5.4,0.7,23.1,-13.2,-3.0,-230.9,1.48,1.63,186.6,-13.2,-10.6,-2.6,0.2,1.48,0.77,0.01,-10.8,CPT,0
2022-03-01,0.8,0.0,0.7,1.89,2.2,1.0,9.6,0.7,20.2,2.2,0.7,53.8,1.52,1.44,163.0,2.3,1.8,0.6,0.25,1.52,0.8,0.01,4.2,CPT,0
2022-06-01,-0.2,0.0,-0.1,1.86,-0.4,1.0,7.9,0.6,20.2,-0.4,-0.1,-12.5,1.52,1.4,185.9,-0.4,-0.3,-0.1,0.24,1.52,0.8,0.01,1.5,CPT,0
2022-09-01,-2.9,0.0,-2.4,1.78,-6.0,1.0,0.9,0.6,20.2,-6.0,-2.4,-205.6,1.55,1.33,144.6,-6.0,-4.9,-1.9,0.32,1.55,0.8,0.01,-4.6,CPT,0
2022-12-01,-3.5,0.0,-3.3,1.71,-12.8,1.0,5.5,0.2,20.2,-12.8,-3.3,-190.6,1.52,1.16,242.5,-12.8,-12.0,-2.3,0.18,1.52,0.8,0.01,-7.3,CPT,0
2023-03-01,0.9,0.0,0.7,1.89,2.5,1.0,9.5,0.0,20.0,2.5,0.7,81.8,1.47,1.27,174.2,2.5,2.0,0.6,0.23,1.47,0.8,0.01,4.4,CPT,0
2023-06-01,5.1,0.0,4.0,2.13,13.0,1.0,14.5,0.0,20.2,13.0,4.0,262.7,1.43,1.54,155.3,13.0,10.3,3.5,0.27,1.43,0.8,0.0,7.9,CPT,0
2023-09-01,1.7,0.0,1.4,2.55,5.6,1.0,15.3,0.3,20.8,5.6,1.4,238.8,1.34,1.9,178.8,5.6,4.4,1.2,0.22,1.34,0.79,0.01,7.5,CPT,0
2023-12-01,3.2,0.0,0.1,3.15,12.0,0.03,17.1,0.4,21.1,12.0,2.5,299.6,1.28,2.48,187.1,12.0,9.5,2.4,0.2,1.28,0.79,0.01,13.8,CPT,0
2024-03-01,2.0,0.0,1.6,2.79,8.5,1.0,17.6,0.4,20.3,8.5,1.6,250.1,1.34,2.12,200.9,8.5,6.8,1.6,0.18,1.34,0.8,0.0,9.9,CPT,0
2024-06-01,1.9,0.0,1.5,2.68,7.8,1.0,17.9,0.4,20.0,7.8,1.5,311.7,1.36,1.88,208.8,7.8,6.2,1.4,0.18,1.36,0.8,0.0,9.6,CPT,0
2019-06-01,0.6,15.61,0.3,0.82,24.6,1.0,54.0,54.3,8.8,24.6,0.3,2.9,2.86,0.57,-22.5,37.5,22.4,0.2,0.04,2.86,0.93,1.75,37.5,ETC,0
2019-09-01,0.6,15.61,0.3,0.82,19.6,1.0,49.8,54.3,2.6,19.6,0.3,2.8,2.86,0.57,-22.5,30.8,19.1,0.2,0.04,2.86,1.0,1.75,30.8,ETC,0
2019-12-01,0.6,15.61,0.3,0.57,4.7,1.0,48.4,51.6,37.9,4.7,0.3,1.3,2.94,0.57,-22.5,20.0,2.9,0.2,0.04,2.94,0.6,1.75,86.8,ETC,0
2020-03-01,0.6,15.61,0.3,0.57,17.9,1.0,51.2,51.6,-0.2,17.9,0.3,2.6,2.94,0.57,-22.5,28.8,17.9,0.2,0.04,2.94,0.95,1.75,28.8,ETC,0
2020-06-01,0.6,15.61,0.3,0.5,35.1,1.0,56.1,47.3,1.2,35.1,0.3,3.6,2.72,0.5,-22.5,48.7,34.7,0.2,0.04,2.72,0.96,1.55,48.7,ETC,0
2020-09-01,2.9,7.51,2.8,3.9,28.9,1.0,50.4,28.2,0.0,28.9,2.8,3.6,1.63,3.9,-26.5,40.0,28.9,1.5,0.05,1.63,0.96,0.56,55.9,ETC,0
2020-12-01,2.6,7.51,2.5,3.89,35.4,1.0,55.0,26.3,0.0,35.4,2.5,4.0,1.58,3.88,-19.0,47.2,35.4,1.6,0.05,1.58,0.97,0.52,61.9,ETC,0
2021-03-01,1.8,7.51,1.7,3.8,26.5,1.0,48.9,24.7,0.0,26.5,1.7,3.5,1.54,3.8,-4.5,37.3,26.5,1.1,0.04,1.54,0.97,0.48,53.0,ETC,0
2021-06-01,2.5,7.51,2.5,3.34,35.2,1.0,51.5,22.7,0.0,35.2,2.5,4.9,1.52,3.34,-16.6,44.3,35.2,1.7,0.05,1.52,0.96,0.45,58.8,ETC,0
2021-09-01,1.9,7.51,1.9,3.45,29.6,1.0,42.7,20.9,-2.1,29.6,1.9,4.2,1.47,3.44,20.5,38.9,30.3,1.3,0.04,1.47,1.0,0.41,54.9,ETC,0
2021-12-01,0.9,7.51,1.0,3.38,13.3,1.0,42.7,19.1,-7.1,13.3,1.0,2.6,1.45,3.37,30.1,21.8,14.2,0.6,0.05,1.45,1.03,0.38,36.5,ETC,0
2022-03-01,1.8,7.51,1.7,3.15,27.5,1.0,39.4,17.4,0.4,27.5,1.7,4.3,1.41,3.15,62.4,35.9,27.4,1.2,0.04,1.41,0.97,0.35,52.3,ETC,0
2022-06-01,2.5,0.14,2.3,2.9,35.9,1.0,41.8,15.3,3.2,35.9,2.3,5.9,1.37,2.9,88.2,43.1,34.7,1.8,0.05,1.37,0.94,0.32,58.6,ETC,0
2022-09-01,1.5,0.56,1.4,2.8,23.6,1.0,37.9,13.4,3.5,23.6,1.4,4.3,1.35,2.79,108.3,30.7,22.8,1.1,0.05,1.35,0.94,0.29,46.1,ETC,0
