Period End Date,"Issuance (Retirement) of Debt, Net",Net Income/Starting Line,"Long Term Debt, Net",Non-Cash Items,Other Investing Cash Flow,Cash Taxes Paid,Long Term Debt Reduction,Financing Cash Flow Items,Net Change in Cash,Depreciation/Depletion,Sale/Maturity of Investment,Depreciation,Other Operating Cash Flow,Net Cash - Ending Balance,Free Cash Flow,"Other Investing Cash Flow Items, Total",Other Assets,Net Cash - Beginning Balance,"Lease liability Reduced, Supplemental",Accounts Receivable,Changes in Working Capital,Other Liabilities,Net Changes in Working Capital,Other Financing Cash Flow,Cash from Operating Activities,Cash from Financing Activities,Capital Expenditures,Purchase of Fixed Assets,Other Non-Cash Items,Sale of Fixed Assets,Cash Interest Paid,Cash from Investing Activities,Unusual Items,Company name,Fraud
2018-06-30,92204.0,44354.0,-84858.0,62164.0,111.0,15542.0,-87299.0,-22893.0,-16205.0,40632.0,0.0,40632.0,-15542.0,28088.0,-28654.0,1937.0,98.0,44293.0,-633.0,-13778.0,-154195.0,-586.0,-138653.0,-22893.0,-7045.0,10266.0,-21609.0,-20181.0,62024.0,1826.0,22893.0,-19672.0,140.0,LNE,0
2018-09-30,151505.0,79438.0,-104548.0,88174.0,146.0,30950.0,-106934.0,-34461.0,-20639.0,61213.0,0.0,61213.0,-30950.0,23654.0,-80663.0,2017.0,142.0,44293.0,-918.0,-122828.0,-277448.0,-586.0,-246498.0,-34461.0,-48623.0,57999.0,-32040.0,-28810.0,87946.0,1871.0,34461.0,-30023.0,228.0,LNE,0
2018-12-31,176235.0,116910.0,-121630.0,118527.0,175.0,32982.0,-126575.0,-45744.0,6330.0,82037.0,0.0,82037.0,-32982.0,50623.0,-67181.0,2062.0,-171.0,44293.0,-3700.0,-252997.0,-338687.0,-762.0,-305705.0,-45744.0,-21213.0,71446.0,-45967.0,-42571.0,118170.0,1888.0,45744.0,-43905.0,357.0,LNE,0
2019-03-31,-179005.0,15749.0,-19742.0,20492.0,28.0,4160.0,-19742.0,-10782.0,-13461.0,20998.0,0.0,20998.0,-4160.0,37162.0,175184.0,1600.0,-3200.0,50623.0,-296.0,197034.0,134052.0,31.0,138212.0,-10782.0,191291.0,-189787.0,-16107.0,-15514.0,20717.0,1572.0,10782.0,-14507.0,-225.0,LNE,0
2019-06-30,-92354.0,-521.0,-34157.0,60466.0,105.0,24150.0,-39283.0,-21427.0,-6428.0,43891.0,0.0,43891.0,-24150.0,44195.0,187055.0,1809.0,-1967.0,50623.0,-583.0,246634.0,113670.0,1364.0,137820.0,-21427.0,217506.0,-192507.0,-30451.0,-29661.0,59999.0,1704.0,21427.0,-28642.0,467.0,LNE,0
2019-09-30,-87843.0,22598.0,-55438.0,84090.0,142.0,28543.0,-60564.0,-32732.0,-19563.0,66275.0,0.0,66275.0,-28543.0,31060.0,178794.0,2928.0,-1949.0,50623.0,-2514.0,127288.0,45264.0,2930.0,73807.0,-32732.0,218227.0,-199301.0,-39433.0,-38270.0,83573.0,2786.0,32732.0,-36505.0,517.0,LNE,0
2019-12-31,-128128.0,72010.0,-75224.0,109952.0,208.0,30048.0,-80221.0,-42981.0,6290.0,88030.0,0.0,88030.0,-30048.0,56913.0,255298.0,3392.0,1246.0,50623.0,-2821.0,26745.0,49444.0,5861.0,79492.0,-42981.0,319436.0,-249835.0,-64138.0,-62669.0,109358.0,3184.0,42981.0,-60745.0,594.0,LNE,0
2020-03-31,-79172.0,8847.0,-23648.0,14179.0,27.0,1283.0,-23648.0,-10470.0,92224.0,25737.0,0.0,25737.0,-1283.0,149136.0,181972.0,407.0,-3203.0,56912.0,-4298.0,276136.0,179175.0,2592.0,180458.0,-10470.0,227938.0,-89642.0,-45966.0,-45117.0,16063.0,380.0,10470.0,-45559.0,-1884.0,LNE,0
2020-06-30,-119298.0,2583.0,-56968.0,32221.0,68.0,22616.0,-56968.0,-21077.0,-4019.0,62414.0,0.0,62414.0,-22616.0,52894.0,204546.0,475.0,-46.0,56913.0,-18748.0,342484.0,174394.0,1371.0,197010.0,-21077.0,271612.0,-209257.0,-67066.0,-66011.0,33636.0,407.0,21077.0,-66591.0,-1415.0,LNE,0
2020-09-30,-119278.0,22038.0,-86211.0,51314.0,145.0,27465.0,-86211.0,-30407.0,-13550.0,94521.0,0.0,94521.0,-27465.0,43363.0,202104.0,2867.0,-111.0,56913.0,-29241.0,236360.0,116213.0,1690.0,143678.0,-30407.0,284086.0,-218567.0,-81982.0,-80772.0,53439.0,2722.0,30407.0,-79115.0,-2125.0,LNE,0
2020-12-31,-286958.0,37131.0,-114845.0,64423.0,163.0,29488.0,-114845.0,-38803.0,33676.0,122134.0,0.0,122134.0,-29488.0,90588.0,426865.0,2975.0,-2365.0,56913.0,-39358.0,290531.0,311253.0,2931.0,340741.0,-38803.0,534941.0,-394644.0,-108076.0,-106577.0,58927.0,2811.0,38803.0,-105102.0,5496.0,LNE,0
2021-03-31,27277.0,-2809.0,-9786.0,11054.0,10.0,1839.0,-9786.0,-8312.0,11296.0,29716.0,0.0,29716.0,-1839.0,101884.0,-7145.0,156.0,1161.0,90588.0,-9197.0,-44975.0,-29832.0,287.0,-27993.0,-8312.0,8129.0,18965.0,-15274.0,-14838.0,10894.0,146.0,8312.0,-15118.0,160.0,LNE,0
2021-06-30,149113.0,1873.0,-19347.0,28720.0,29.0,10241.0,-19347.0,-16993.0,-41584.0,60729.0,0.0,60729.0,-10241.0,49004.0,-135991.0,217.0,1488.0,90588.0,-17966.0,-86874.0,-165668.0,529.0,-155427.0,-16993.0,-74346.0,95219.0,-61645.0,-37196.0,27871.0,188.0,16993.0,-61428.0,849.0,LNE,0
2021-09-30,183746.0,10208.0,-28277.0,50524.0,34.0,14204.0,-28277.0,-25815.0,-19704.0,88837.0,0.0,88837.0,-14204.0,70884.0,-144628.0,245.0,-553.0,90588.0,-25969.0,-38769.0,-215522.0,2665.0,-201318.0,-25815.0,-65953.0,121030.0,-78675.0,-48601.0,48158.0,211.0,25815.0,-78430.0,2366.0,LNE,0
2021-12-31,213924.0,43829.0,-39392.0,67373.0,37.0,8092.0,-39392.0,-34859.0,-2128.0,122656.0,0.0,122656.0,-8092.0,88461.0,-145831.0,887.0,1634.0,90588.0,-33221.0,-202317.0,-266231.0,17944.0,-258139.0,-34859.0,-32373.0,142163.0,-113458.0,-66528.0,67182.0,850.0,34859.0,-112571.0,191.0,LNE,0
2022-03-31,69924.0,9626.0,-10017.0,18811.0,6.0,2073.0,-10017.0,-9669.0,-40959.0,30771.0,0.0,30771.0,-2073.0,47502.0,-101834.0,393.0,-1382.0,88461.0,-9999.0,-142838.0,-132288.0,15631.0,-130215.0,-9669.0,-73080.0,60255.0,-28754.0,-28222.0,18833.0,387.0,9669.0,-28361.0,-22.0,LNE,0
2022-06-30,101721.0,19893.0,-23325.0,66298.0,14.0,10712.0,-23325.0,-18859.0,-42278.0,62740.0,0.0,62740.0,-10712.0,46183.0,-83438.0,393.0,-1187.0,88461.0,-20563.0,-107558.0,-191916.0,5005.0,-181204.0,-18859.0,-42985.0,41039.0,-40453.0,-38979.0,66349.0,379.0,18859.0,-40060.0,-51.0,LNE,0
2022-09-30,116905.0,33532.0,-34664.0,22019.0,16.0,3859.0,-34664.0,-29030.0,-34048.0,96467.0,0.0,96467.0,-3859.0,54413.0,-81827.0,495.0,-1731.0,88461.0,-31228.0,-53787.0,-170326.0,11609.0,-166467.0,-29030.0,-18308.0,46052.0,-63519.0,-59912.0,22105.0,479.0,29030.0,-63024.0,-86.0,LNE,0
2022-12-31,134907.0,31420.0,-42087.0,61716.0,42.0,14313.0,-42087.0,-41110.0,-28747.0,125896.0,0.0,125896.0,-14313.0,59714.0,-83137.0,1918.0,-1031.0,88461.0,-41562.0,3256.0,-242073.0,-420.0,-227760.0,-41110.0,-23041.0,51973.0,-60097.0,-47923.0,61870.0,1876.0,41110.0,-58178.0,-154.0,LNE,0
2023-03-31,8980.0,-1648.0,-10550.0,27388.0,12.0,2219.0,-10550.0,-12383.0,-13394.0,32127.0,0.0,32127.0,-2219.0,46320.0,-10186.0,48.0,954.0,59714.0,-9756.0,23097.0,-56845.0,-1816.0,-54626.0,-12383.0,1022.0,-3403.0,-11208.0,-10883.0,27393.0,36.0,12383.0,-11160.0,-5.0,LNE,0
2023-06-30,28912.0,-19534.0,-20370.0,44053.0,55.0,6747.0,-20370.0,-25662.0,-22259.0,64385.0,0.0,64385.0,-6747.0,37455.0,3981.0,1056.0,968.0,59714.0,-18381.0,-3829.0,-61518.0,-184.0,-54771.0,-25662.0,27386.0,-26764.0,-23405.0,-22343.0,44190.0,1001.0,25662.0,-22349.0,-137.0,LNE,0
2023-09-30,2321.0,-16136.0,-32315.0,66043.0,81.0,6466.0,-32315.0,-32509.0,7155.0,97838.0,0.0,97838.0,-6466.0,66869.0,65721.0,1092.0,844.0,59714.0,-30326.0,-5070.0,-44247.0,2088.0,-37781.0,-32509.0,103498.0,-60202.0,-37777.0,-36400.0,66189.0,1011.0,38873.0,-36685.0,-146.0,LNE,0
2023-12-31,-33944.0,-24094.0,-42259.0,92662.0,169.0,8674.0,-42259.0,-47674.0,-5792.0,131165.0,0.0,131165.0,-8674.0,53922.0,104588.0,1314.0,1038.0,59714.0,-40270.0,-128738.0,-51695.0,-5211.0,-43021.0,-47674.0,148038.0,-111633.0,-43450.0,-41980.0,92829.0,1145.0,53582.0,-42136.0,-167.0,LNE,0
2024-03-31,-21961.0,-13424.0,-6362.0,30400.0,87.0,1568.0,-6362.0,-16552.0,987.0,32020.0,0.0,32020.0,-1568.0,54909.0,39169.0,95.0,-98.0,53922.0,-6362.0,70067.0,-5064.0,-4167.0,-3496.0,-16552.0,43932.0,-38513.0,-4763.0,-4594.0,29744.0,8.0,16095.0,-4668.0,656.0,LNE,0
2024-06-30,-16897.0,-29509.0,-11474.0,39314.0,188.0,4075.0,-11474.0,-35176.0,8423.0,63398.0,0.0,63398.0,-4075.0,62345.0,78603.0,986.0,-90.0,53922.0,-11474.0,263388.0,16055.0,-4225.0,20130.0,-35176.0,89258.0,-71755.0,-10655.0,-10397.0,39417.0,798.0,34262.0,-9669.0,-103.0,LNE,0
2016-06-30,7650.0,270101.0,-215210.0,65834.0,2401.0,0.0,-440210.0,-71592.0,202627.0,59325.0,-2503.0,59325.0,0.0,523005.0,257540.0,-102.0,-37982.0,320378.0,-10177.5,30557.0,245.0,1745.0,245.0,-71592.0,395505.0,-63942.0,-137965.0,-1157.0,65845.0,88375.0,71592.0,-138067.0,-11.0,SSP,0
2016-09-30,509400.0,387711.0,546540.0,102042.0,33231.0,5077.0,-514921.0,-217527.0,-18145.0,89354.0,0.0,89354.0,-5077.0,302233.0,-346906.0,33231.0,-37663.0,320378.0,-10177.5,-30891.0,-65490.0,486.0,-65490.0,-217527.0,513617.0,291873.0,-860523.0,-557397.0,102062.0,88375.0,217527.0,-827292.0,-20.0,SSP,0
2016-12-31,930047.0,447383.0,967070.0,144669.0,62025.0,5077.0,-585585.0,-264082.0,46979.0,119391.0,-2503.0,119391.0,-5077.0,367357.0,-677795.0,59522.0,-5015.0,320378.0,-10177.5,-56342.0,-47963.0,55.0,-47963.0,-264082.0,663480.0,665965.0,-1341274.0,-831238.0,144690.0,88375.0,264082.0,-1281752.0,-21.0,SSP,0
2017-06-30,487487.0,211300.0,487604.0,80368.0,169116.0,32.0,-180520.0,-87497.0,68760.0,59271.0,0.0,59271.0,-32.0,436116.0,-497411.0,169116.0,-80059.0,367356.0,-10177.5,-39466.0,-120261.0,3810.0,-120229.0,-87497.0,230678.0,400740.0,-728089.0,-728048.0,80368.0,88375.0,87497.0,-558973.0,84.0,SSP,0
2017-09-30,784140.0,272642.0,784257.0,120665.0,147525.0,579.0,-981075.0,-228195.0,1122102.0,89407.0,0.0,89407.0,-579.0,1489458.0,-1356927.0,147525.0,-257698.0,367356.0,-1328.0,-79156.0,-326824.0,3060.0,-326245.0,-228195.0,155890.0,2330583.0,-1512817.0,-1352667.0,120665.0,88375.0,222767.0,-1365292.0,84.0,SSP,0
2017-12-31,1113306.0,342720.0,1113423.0,145883.0,95053.0,936.0,-1061239.0,-328446.0,1259361.0,119550.0,0.0,119550.0,-936.0,1411243.0,-1392903.0,95053.0,14964.0,151882.0,-1798.0,-84452.0,-39778.0,1082.0,-38842.0,-328446.0,568375.0,2559498.0,-1961277.0,-1815442.0,145883.0,88375.0,288092.0,-1866224.0,84.0,SSP,0
2018-03-31,100562.0,106041.0,100562.0,34405.0,29601.0,180.0,-85167.0,-41854.0,-139989.0,37408.0,0.0,37408.0,-180.0,1271254.0,-227566.0,29601.0,-43895.0,1411243.0,-70.0,-73852.0,220068.0,2309.0,220248.0,-41854.0,397922.0,58708.0,-625488.0,-613174.0,34405.0,88375.0,41854.0,-595887.0,84.0,SSP,0
2018-06-30,1262180.0,261050.0,1262180.0,67984.0,-39303.0,497.0,-177018.0,-118134.0,-78098.0,91683.0,0.0,91683.0,-497.0,1333145.0,-999671.0,-39303.0,2911.0,1411243.0,-70.0,-159631.0,-136842.0,1395.0,-136345.0,-118134.0,283875.0,955187.0,-1283546.0,-1268738.0,67984.0,88375.0,118134.0,-1322849.0,84.0,SSP,0
2018-09-30,2538219.0,377836.0,2538219.0,113482.0,63188.0,1351.0,-435606.0,-300132.0,249554.0,148993.0,0.0,148993.0,-1351.0,1660797.0,-1826476.0,63188.0,-7472.0,1411243.0,-70.0,-320707.0,-75975.0,213972.0,-74624.0,-300132.0,564336.0,2049228.0,-2390812.0,-2310709.0,113482.0,88375.0,300132.0,-2327624.0,84.0,SSP,0
2018-12-31,2936948.0,480525.0,2936948.0,159022.0,-322948.0,1839.0,-542219.0,-176104.0,-286113.0,213510.0,0.0,213510.0,-1839.0,1125130.0,-2479254.0,-340026.0,-215223.0,1411243.0,-70.0,-111467.0,36256.0,118928.0,38095.0,-176104.0,889313.0,2571984.0,-3368567.0,-3067918.0,159022.0,88375.0,366497.0,-3708593.0,0.0,SSP,0
2019-03-31,53945.0,122678.0,53945.0,47147.0,644978.0,3461.0,-166055.0,-66185.0,-52644.0,62156.0,0.0,62156.0,-3461.0,1072486.0,-560264.0,537244.0,8910.0,1125130.0,0.0,126649.0,129158.0,15073.0,132619.0,-66185.0,361139.0,-12240.0,-921403.0,-905775.0,47147.0,88375.0,66185.0,-384159.0,0.0,SSP,0
2019-06-30,859214.0,298645.0,859214.0,98455.0,346760.0,3825.0,-291435.0,-126908.0,-382883.0,131081.0,0.0,131081.0,-3825.0,742247.0,-1223731.0,337178.0,-49692.0,1125130.0,-48.0,4334.0,-125225.0,-102474.0,-121400.0,-126908.0,402956.0,532232.0,-1626687.0,-1484840.0,98455.0,88375.0,126908.0,-1289509.0,84.0,SSP,0
2019-09-30,1106372.0,452678.0,739416.0,153123.0,228005.0,4312.0,-408072.0,-191063.0,-251432.0,225412.0,0.0,225412.0,-4312.0,873698.0,-1153646.0,218423.0,-46784.0,1125130.0,-36.0,-136266.0,-299361.0,-107317.0,-295049.0,-191063.0,531852.0,715235.0,-1685498.0,-1511156.0,153039.0,88375.0,191063.0,-1467075.0,84.0,SSP,0
2019-12-31,1629742.0,568952.0,1255911.0,203755.0,-34621.0,13105.0,-515559.0,-238788.0,-209673.0,317458.0,0.0,317458.0,-13105.0,915457.0,-1185630.0,-152426.0,-111514.0,1125130.0,-116.0,146080.0,-20901.0,2973.0,-7796.0,-238788.0,1069264.0,1190880.0,-2254894.0,-2081604.0,203040.0,88375.0,258169.0,-2407320.0,715.0,SSP,0
2020-03-31,375616.0,217690.0,387724.0,56293.0,-448054.0,459.0,-238227.0,-62166.0,78823.0,125486.0,0.0,125486.0,-459.0,994280.0,234129.0,-525687.0,-51398.0,915457.0,-10664.0,-71826.0,-121942.0,382.0,-121483.0,-62166.0,277527.0,313450.0,-43398.0,-41218.0,55975.0,88375.0,74874.0,-569085.0,318.0,SSP,0
2020-06-30,479780.0,390563.0,491888.0,153283.0,81882.0,2992.0,-415282.0,-132568.0,257537.0,217471.0,0.0,217471.0,-2992.0,1172994.0,-125816.0,8480.0,-81436.0,915457.0,-10085.0,-140933.0,-238579.0,-2471.0,-235587.0,-132568.0,522738.0,347212.0,-648554.0,-590293.0,147936.0,88375.0,152780.0,-640074.0,5347.0,SSP,0
2020-09-30,1054667.0,686045.0,680386.0,205829.0,-362121.0,4067.0,-695315.0,-153621.0,88541.0,399475.0,0.0,399475.0,-4067.0,1041867.0,-489964.0,-437346.0,-150813.0,953326.0,-18087.0,-90648.0,-298989.0,-3178.0,-294922.0,-153621.0,992360.0,901046.0,-1482324.0,-1421562.0,200955.0,88375.0,236705.0,-1919670.0,4874.0,SSP,0
2020-12-31,1419862.0,846617.0,1563670.0,280810.0,-636684.0,4841.0,-889447.0,-206724.0,434287.0,533126.0,0.0,533126.0,-4841.0,1387613.0,34918.0,-719404.0,143201.0,953326.0,-28155.0,-266102.0,-129031.0,-2434.0,-124190.0,-206724.0,1531522.0,1111719.0,-1496604.0,-1494415.0,274431.0,88375.0,312977.0,-2216008.0,6379.0,SSP,0
2021-03-31,211939.0,215082.0,276511.0,76399.0,-154288.0,9233.0,-288434.0,-76579.0,-192646.0,155953.0,0.0,155953.0,-9233.0,1194967.0,-219242.0,-154288.0,-31120.0,1387613.0,-10270.0,-35325.0,-112564.0,-40320.0,-103331.0,-76579.0,334870.0,135360.0,-554112.0,-554101.0,77214.0,88375.0,76579.0,-708400.0,-815.0,SSP,0
2021-06-30,-253728.0,499612.0,-202157.0,143737.0,-32015.0,10855.0,-776534.0,-155788.0,-224122.0,316621.0,0.0,316621.0,-10855.0,1163491.0,154663.0,-32015.0,-234777.0,1387613.0,-20578.0,120604.0,-114754.0,-303.0,-103899.0,-155788.0,845216.0,-419760.0,-690553.0,-683267.0,143514.0,88375.0,155788.0,-722568.0,223.0,SSP,0
2021-09-30,826683.0,819551.0,794922.0,209898.0,2863156.0,11773.0,-1149174.0,-133778.0,-73217.0,521339.0,0.0,521339.0,-11773.0,1314396.0,-3367315.0,2377118.0,-443541.0,1387613.0,-33440.0,58084.0,-337652.0,-711.0,-325879.0,-133778.0,1213136.0,682661.0,-4580451.0,-4560385.0,213689.0,88375.0,249465.0,-2203333.0,-3791.0,SSP,0
2021-12-31,2436225.0,994759.0,2211261.0,325962.0,2186558.0,68937.0,-1390003.0,-267424.0,2192106.0,750872.0,5297.0,750872.0,-68937.0,3579719.0,-2498593.0,1695959.0,150895.0,1387613.0,-41500.0,-270676.0,318767.0,-5737.0,387704.0,-267424.0,2390359.0,2849165.0,-4888952.0,-4680052.0,323681.0,88375.0,354551.0,-3192993.0,2281.0,SSP,0
2022-03-31,968040.0,290917.0,1163040.0,131756.0,54174.0,6061.0,-336960.0,-114784.0,1116704.0,239095.0,0.0,239095.0,-6061.0,4696423.0,353931.0,-814718.0,-17729.0,3579719.0,-8808.0,-152934.0,-230785.0,-61033.0,-224724.0,-114784.0,430983.0,1633013.0,-77052.0,-77011.0,130222.0,88375.0,100693.0,-891770.0,3517.0,SSP,0
2022-06-30,-648961.0,944071.0,-145961.0,-98174.0,67554.0,13415.0,-1689585.0,-234741.0,468630.0,480640.0,625913.0,480640.0,-13415.0,4048349.0,1394288.0,-550410.0,-20542.0,3579719.0,-24358.0,139502.0,178451.0,-126436.0,191866.0,-234741.0,1504988.0,-116335.0,-110700.0,-110530.0,249116.0,88375.0,217145.0,-661110.0,-329488.0,SSP,0
2022-09-30,1761973.0,1246175.0,2264973.0,12458.0,-2305467.0,25331.0,-2015735.0,-358186.0,510869.0,706489.0,625913.0,706489.0,-25331.0,4090588.0,1673876.0,-3191635.0,-40649.0,3579719.0,-30158.0,134896.0,-103990.0,-129547.0,-78659.0,-358186.0,1861132.0,1921368.0,-187256.0,-187028.0,360967.0,88375.0,367659.0,-3378891.0,-327847.0,SSP,0
2022-12-31,188586.0,1380613.0,682412.0,131744.0,-1654148.0,49454.0,-3808835.0,-523488.0,-352218.0,920059.0,627163.0,920059.0,-49454.0,3227501.0,1819573.0,-2313427.0,-209280.0,3579719.0,-35141.0,138096.0,-388981.0,-177667.0,-339526.0,-523488.0,2043436.0,182679.0,-223862.0,-199910.0,558734.0,88375.0,555499.0,-2537290.0,-340694.0,SSP,0
2023-03-31,-84248.0,289061.0,-171248.0,78377.0,7565.0,5313.0,-171248.0,-191402.0,-34791.0,213771.0,0.0,213771.0,-5313.0,3192710.0,423676.0,-176440.0,55.0,3227501.0,-8435.0,-94520.0,-133705.0,3022.0,-128392.0,-191402.0,447504.0,-275650.0,-23828.0,-23731.0,158852.0,88375.0,189613.0,-200268.0,-20697.0,SSP,0
2023-06-30,569149.0,527723.0,571149.0,224844.0,-87964.0,18781.0,-618851.0,-369172.0,656743.0,428890.0,98790.0,428890.0,-18781.0,3884244.0,958040.0,-287918.0,-7096.0,3227501.0,-12561.0,-16294.0,-106308.0,7630.0,-87527.0,-369172.0,1075149.0,-16573.0,-117109.0,-113313.0,299920.0,88375.0,358913.0,-405027.0,2672.0,SSP,0
2023-09-30,234869.0,773101.0,295522.0,386700.0,-174610.0,43214.0,-894478.0,-533338.0,559678.0,643630.0,98790.0,643630.0,-43214.0,3787179.0,1523843.0,-448591.0,28056.0,3227501.0,-17921.0,5687.0,-33151.0,5031.0,10063.0,-533338.0,1770280.0,-535335.0,-246437.0,-242571.0,466609.0,88375.0,523079.0,-695028.0,5511.0,SSP,0
2023-12-31,-35544.0,920739.0,46110.0,510601.0,-251755.0,64253.0,-1343890.0,-749214.0,-70646.0,857461.0,98790.0,857461.0,-64253.0,3156855.0,1863100.0,-707651.0,6757.0,3227501.0,-26512.0,55754.0,-8072.0,4009.0,56180.0,-749214.0,2280730.0,-1111408.0,-417629.0,-413450.0,620866.0,88375.0,734595.0,-1125280.0,16823.0,SSP,0
2024-03-31,2284226.0,243050.0,2125394.0,126016.0,27772.0,6850.0,-989024.0,-219012.0,-13784.0,225299.0,191788.0,225299.0,-6850.0,3143071.0,-72243.0,-1630936.0,-12606.0,3156855.0,-6306.0,-13070.0,-19875.0,7466.0,-13025.0,-219012.0,574490.0,1659504.0,-646733.0,-646668.0,148100.0,88375.0,219012.0,-2277669.0,545.0,SSP,0
2024-06-30,1874481.0,369560.0,1721628.0,330560.0,-261937.0,41708.0,-1389245.0,-421552.0,-834230.0,497519.0,0.0,497519.0,-41708.0,2322625.0,450198.0,-2005093.0,101.0,3156855.0,-23255.0,236171.0,218339.0,7331.0,260047.0,-421552.0,1415978.0,697635.0,-965780.0,-916388.0,355543.0,88375.0,421552.0,-2970873.0,-2354.0,SSP,0
2004-03-31,-3281.0,2027.0,-565.0,358.0,-173.0,317.0,-565.0,-875.0,13875.0,762.0,2573216.5,762.0,1358.0,14156.0,18204.0,-173.0,-227.0,281.0,-5433.0,6287.0,15899.0,-479.0,14541.0,-875.0,19046.0,-4156.0,-842.0,-842.0,-522.0,2135.0,191.0,-1015.0,880.0,SPCG,0
2004-09-30,-2275.0,12946.0,-1716.0,704.0,49.0,9264.0,-1716.0,-18245.0,477.0,2466.0,624.0,2466.0,-3214.0,553.0,5637.0,860.0,-3519.0,76.0,-5433.0,-7654.0,-6308.0,10230.0,-3094.0,-18245.0,9808.0,-6020.0,-4171.0,-4171.0,402.0,187.0,477.0,-3311.0,706.0,SPCG,0
2004-12-31,-2928.0,19140.0,-2706.0,585.0,-5857.0,9987.0,-2304.0,-18245.0,6987.0,3447.0,624.0,3447.0,-1124.0,7063.0,18490.0,-4831.0,-706.0,76.0,-5433.0,-26716.0,-381.0,12552.0,743.0,-18245.0,22791.0,-6673.0,-4301.0,-4301.0,456.0,402.0,669.0,-9132.0,533.0,SPCG,0
2005-03-31,11477.0,5370.0,8901.0,4048.0,4922.0,644.0,-175238.5,-3995.5,248.0,922.0,2573216.5,922.0,2147.0,7311.0,-16151.0,4922.0,668.0,7063.0,-5433.0,-8279.0,-8950.0,-4074.0,-11097.0,-3995.5,1390.0,11477.0,-17541.0,-17541.0,1008.0,2135.0,291.0,-12619.0,3040.0,SPCG,0
2005-06-30,11010.0,7454.0,7450.0,3662.0,5655.0,6476.0,-175238.5,-17500.0,1134.0,1904.0,2573216.5,1904.0,-2926.0,8197.0,1969.0,5655.0,-127.0,7063.0,-5433.0,-13810.0,7397.0,3386.0,10323.0,-17500.0,20417.0,-6490.0,-18448.0,-18448.0,1226.0,0.0,775.0,-12793.0,2436.0,SPCG,0
2005-09-30,9426.0,15017.0,5886.0,3775.0,5498.0,9083.0,-175238.5,-17500.0,-4783.0,3172.0,2573216.5,3172.0,-14916.0,2280.0,-2232.0,5523.0,-4004.0,7063.0,-5433.0,-17831.0,-3764.0,-14476.0,-3764.0,-17500.0,18200.0,-8074.0,-20432.0,-20432.0,1323.0,25.0,1179.0,-14909.0,2452.0,SPCG,0
2005-12-31,-12257.0,16886.0,-9833.0,4248.0,-735.0,10188.0,-5399.0,8370.0,12726.0,4430.0,0.0,4430.0,-3416.0,19789.0,1843.0,-233.0,-146.0,7063.0,-5433.0,-17107.0,-9210.0,-13179.0,-5794.0,8370.0,16354.0,11113.0,-14511.0,-14511.0,1760.0,502.0,1599.0,-14744.0,2488.0,SPCG,0
2006-03-31,-224.0,5815.0,-224.0,29.0,-4196.0,649.0,-175238.5,-3995.5,10204.0,1201.0,2573216.5,1201.0,858.0,29993.0,14624.0,-4196.0,-219.0,19789.0,-5433.0,-3430.0,7873.0,1773.0,7015.0,-3995.5,14918.0,-224.0,-294.0,-294.0,29.0,2135.0,127.0,-4490.0,0.0,SPCG,0
2006-06-30,-501.0,14102.0,-540.0,992.0,-3981.0,1853.0,-175238.5,-3995.5,-9398.0,2494.0,2573216.5,2494.0,1999.0,10391.0,6065.0,-3962.0,-466.0,19789.0,-5433.0,-20265.0,-10514.0,3567.0,-12513.0,-3995.5,7074.0,-11501.0,-1009.0,-1009.0,978.0,19.0,279.0,-4971.0,14.0,SPCG,0
2006-09-30,-191.0,21890.0,-811.0,2514.0,-6384.0,5958.0,-175238.5,-3995.5,-11994.0,3795.0,2573216.5,3795.0,-6372.0,7795.0,15561.0,-6364.0,-106.0,19789.0,-5433.0,-12822.0,-10982.0,3241.0,-4610.0,-3995.5,17217.0,-21191.0,-1656.0,-1656.0,2499.0,20.0,414.0,-8020.0,15.0,SPCG,0
2006-12-31,-851.0,25977.0,-851.0,3505.0,-1499.0,6725.0,-175238.5,-3995.5,-1904.0,5064.0,2573216.5,5064.0,-7285.0,17885.0,21423.0,-1479.0,127.0,19789.0,-5433.0,-5484.0,-2695.0,-954.0,4590.0,-3995.5,31964.0,-21851.0,-10541.0,-10484.0,3491.0,20.0,560.0,-12020.0,14.0,SPCG,0
2007-03-31,-1671.0,1461.0,-1671.0,1540.0,2430.0,597.0,0.0,-93.0,5395.0,1635.0,2573216.5,1635.0,-597.0,23280.0,4227.0,2932.0,-237.0,17885.0,-5433.0,5546.0,3958.0,-358.0,4555.0,-93.0,8651.0,-1764.0,-4424.0,-4424.0,1916.0,502.0,93.0,-1492.0,-376.0,SPCG,0
2007-06-30,-8197.0,3035.0,-2197.0,543.0,1847.0,2290.0,0.0,-160.0,-9135.0,3313.0,2573216.5,3313.0,-2290.0,8750.0,5752.0,3470.0,-399.0,17885.0,-5433.0,16421.0,4522.0,-600.0,6812.0,-160.0,11527.0,-18357.0,-5775.0,-5775.0,1430.0,1623.0,160.0,-2305.0,-887.0,SPCG,0
2007-09-30,-2442.0,4948.0,3558.0,1068.0,1875.0,3004.0,0.0,-165.0,7330.0,4970.0,2573216.5,4970.0,-3004.0,25215.0,18939.0,3498.0,-112.0,17885.0,-5433.0,14419.0,19355.0,-12.0,22359.0,-165.0,30511.0,-15107.0,-11572.0,-11572.0,2045.0,1623.0,165.0,-8074.0,-977.0,SPCG,0
